000001	2022-05-27	7.046	0.8184	1.5833	-8.0808
000002	2022-05-27	9.3062	0.8903	0.4653	-8.103
000004	2022-05-27	-2.7939	1.5715	5.5733	98.3362
000005	2022-05-27	14.8908	1.4311	5.3996	6.6274
000006	2022-05-27	18.6678	0.7689	2.3449	-1.373
000007	2022-05-27	67.3772	25.607	9.9461	-40.6425
000008	2022-05-27	-4.9902	1.3168	2.9745	10.1881
000009	2022-05-27	30.8343	3.807	1.5949	-31.3556
000010	2022-05-27	124.0808	5.6966	1.728	52.6224
000011	2022-05-27	7.5086	1.6808	1.5854	-2.8659
000012	2022-05-27	13.9124	1.5788	1.3902	5.0887
000014	2022-05-27	36.3748	2.3339	2.8372	-48.6206
000016	2022-05-27	14.2713	1.4319	0.2807	18.9007
000017	2022-05-27	-757.3154	253.1597	10.5494	379.6393
000019	2022-05-27	23.7157	2.1394	1.0414	11.5982
000020	2022-05-27	328.5436	7.0921	3.3192	49.5539
000021	2022-05-27	20.0063	1.6235	1.0026	63.8423
000023	2022-05-27	-17.9029	4.3309	1.4016	9.3328
000025	2022-05-27	49.0576	4.7875	13.9171	60.6972
000026	2022-05-27	11.9687	1.3872	0.8455	7.9702
000027	2022-05-27	14.281	1.0217	0.8698	5.8481
000028	2022-05-27	9.6737	0.8031	0.1755	6.9871
000029	2022-05-27	31.885	2.2954	7.9861	-4.7747
000030	2022-05-27	15.0486	1.2959	0.7817	7.6389
000031	2022-05-27	-62.0309	0.8615	0.371	-2.3208
000032	2022-05-27	74.0976	2.5898	0.3351	18.4233
000034	2022-05-27	37.0901	1.6254	0.0786	-6.0734
000035	2022-05-27	17.884	1.061	0.725	7.3181
000036	2022-05-27	18.0362	1.2185	3.8944	-13.8459
000037	2022-05-27	-8.72	2.5732	5.4386	-117.8414
000038	2022-05-27	-3.4543	0.9397	1.1085	-6.2013
000039	2022-05-27	7.0442	1.0303	0.2838	2.0669
000040	2022-05-27	-7.9147	0.3881	1.127	21.4423
000042	2022-05-27	16.4689	0.7485	0.7555	-6.3147
001914	2022-05-27	33.9694	2.0879	1.6842	32.9834
000045	2022-05-27	98.3174	1.2491	1.4683	724.9211
000046	2022-05-27	-0.6548	1.5679	1.3315	1.0884
000048	2022-05-27	-59.3939	3.9256	5.6496	2.6604
000049	2022-05-27	13.0735	2.9657	0.5178	32.2465
000050	2022-05-27	13.7377	0.7437	0.7064	4.2472
000055	2022-05-27	23.5151	0.8062	1.2599	76.9534
000056	2022-05-27	-4.6893	1.8016	8.0488	13.3551
000058	2022-05-27	140.3015	3.2694	3.2935	8.7108
000059	2022-05-27	15.5011	0.7037	0.2467	7.8089
000060	2022-05-27	12.4341	1.2085	0.3099	9.5103
000061	2022-05-27	29.8125	1.9542	2.7084	7.6508
000062	2022-05-27	15.1162	2.1896	0.5508	-31.3126
000063	2022-05-27	16.6605	2.1231	0.9818	7.8561
000065	2022-05-27	12.3543	1.3226	0.5952	7.1449
000066	2022-05-27	49.0844	2.3044	1.7933	-63.0495
000068	2022-05-27	-38.8415	12.71	2.872	-273.7779
000069	2022-05-27	15.1288	0.5933	0.4581	4.2277
000070	2022-05-27	-8.0268	2.6147	1.2964	-9.7613
000078	2022-05-27	142.2185	1.7551	0.2578	16.0542
000088	2022-05-27	24.6351	1.2469	15.6053	36.3488
000089	2022-05-27	-33.6639	1.1129	4.0733	15.6601
000090	2022-05-27	7.111	1.3242	0.5932	-4.322
000096	2022-05-27	77.8466	1.7418	3.0659	373.265
000099	2022-05-27	20.5673	1.217	3.4177	10.1576
000100	2022-05-27	6.8702	1.4288	0.3598	2.153
000150	2022-05-27	-1.7371	-2.4724	0.9892	9.5009
000151	2022-05-27	3694.1132	5.4844	2.0679	40.5349
000153	2022-05-27	20.3416	1.6032	0.6953	10.7218
000155	2022-05-27	70.4299	5.3346	7.5868	16.1817
000156	2022-05-27	15.2517	0.9849	1.5981	6.786
000157	2022-05-27	10.8278	0.8922	0.8873	92.9831
000158	2022-05-27	66.8806	1.4702	0.7819	-243.4948
000159	2022-05-27	192.2935	1.2595	2.2986	43.1285
000166	2022-05-27	12.5851	1.0527	3.3182	-3.7743
000301	2022-05-27	24.2173	3.3901	1.6685	25.9072
000333	2022-05-27	12.6928	2.8094	1.0647	10.7682
000338	2022-05-27	14.7019	1.4113	0.5706	8.2248
000400	2022-05-27	25.1426	1.9604	1.476	19.6259
000401	2022-05-27	10.3354	0.8688	0.7503	5.3328
000402	2022-05-27	8.6706	0.46	0.6406	-5.6333
000403	2022-05-27	30.6329	2.0958	6.1659	29.3726
000404	2022-05-27	19.2478	1.1722	0.3007	3.0917
000407	2022-05-27	-310.0247	1.2072	0.7078	13.4029
000408	2022-05-27	24.0265	4.6185	10.667	18.1991
000409	2022-05-27	191.4934	5.5843	4.7476	-2990.578
000410	2022-05-27	-9.7118	-15.0055	4.0697	-25.6036
000411	2022-05-27	17.9986	1.7071	0.1144	10.3921
000413	2022-05-27	-3.4941	0.4181	1.7305	9.3288
000415	2022-05-27	-8.373	0.5247	0.4756	0.7289
000416	2022-05-27	241.2365	2.1886	339.483	-16305.489
000417	2022-05-27	23.3351	0.8975	0.6039	3.7805
000419	2022-05-27	16.63	0.9139	1.3208	6.5182
000420	2022-05-27	-336.4238	2.4159	2.1254	39.5181
000421	2022-05-27	38.9549	0.9481	0.686	7.9337
000422	2022-05-27	8.875	5.8157	0.8634	3.6689
000423	2022-05-27	40.8211	1.9969	5.0285	9.4021
000425	2022-05-27	8.2579	1.1571	0.5506	6.5342
000426	2022-05-27	57.07	2.0851	5.8355	14.2852
000428	2022-05-27	24.0967	1.7832	6.4729	78.6273
000429	2022-05-27	9.9818	1.8369	3.3929	4.8136
000430	2022-05-27	-14.9855	1.9007	13.6439	-84.4036
000488	2022-05-27	15.9599	0.8744	0.5096	2.9469
000498	2022-05-27	7.1606	1.4655	0.2573	-4.0646
000501	2022-05-27	11.9119	0.7255	1.1254	6.043
000502	2022-05-27	-33.5732	4.5753	3.2921	-15.4339
000503	2022-05-27	-44.5062	10.2161	28.5907	-61.4088
000504	2022-05-27	-208.4651	247.2147	22.0561	39.2063
000505	2022-05-27	38.4291	2.6663	0.6324	48.0551
000506	2022-05-27	14.1992	4.3905	3.2843	60.4187
000507	2022-05-27	14.6076	1.1582	0.9416	7.2194
000509	2022-05-27	-245.8566	30.4409	7.3478	-83.9135
000510	2022-05-27	14.6024	2.7652	1.2165	13.8179
000513	2022-05-27	17.4026	2.3217	2.5824	15.008
000514	2022-05-27	27.3942	1.3401	3.9446	31.5012
000516	2022-05-27	-17.5249	3.7807	7.2128	101.8422
000517	2022-05-27	8.0557	1.1872	0.6137	2.4032
000518	2022-05-27	-71.7048	5.5121	9.7212	339.5518
000519	2022-05-27	49.3552	3.5551	4.3925	28.5466
000520	2022-05-27	32.9573	6.2567	3.4838	25.7384
000521	2022-05-27	79.4114	0.8488	0.2294	63.2777
000523	2022-05-27	3.7473	5.3828	2.1069	74.4023
000524	2022-05-27	-44.8952	3.0901	4.6551	-64.8954
000525	2022-05-27	-1.9484	7.9523	1.2601	15.7466
000526	2022-05-27	-3.4203	4.3234	0.7916	-6.5693
000528	2022-05-27	16.313	0.7958	0.4641	264.7145
000529	2022-05-27	12.361	1.7478	1.0878	13.3879
000530	2022-05-27	-13.336	1.1281	1.5488	-27.4537
000531	2022-05-27	-261.2409	1.1708	1.5488	-13.5893
000532	2022-05-27	19.4523	3.3061	5.9445	26.1485
000533	2022-05-27	-199.7741	3.4004	1.5722	46.3845
000534	2022-05-27	72.4611	5.483	9.297	1494.3131
000536	2022-05-27	-13.5115	1.0382	1.7313	10.6848
000537	2022-05-27	-12.0644	1.4068	1.9416	-2.0295
000538	2022-05-27	34.2001	2.5809	2.8486	19.5049
