000001.XSHE	2019-12-19	11.4773	1.1979	2.4146	-54.863
000002.XSHE	2019-12-19	9.2221	2.0966	1.0149	-12.9629
000004.XSHE	2019-12-19	-66.4634	18.4877	8.3875	-19.0354
000005.XSHE	2019-12-19	17.8475	2.1698	4.9571	316.9194
000006.XSHE	2019-12-19	8.8595	1.1415	2.53	4.4383
000007.XSHE	2019-12-19	-17.5106	19.0028	83.554	1113.5419
000008.XSHE	2019-12-19	29.4832	1.4317	3.6386	-255.7808
000009.XSHE	2019-12-19	39.277	2.3021	0.8942	17.581
000010.XSHE	2019-12-19	-5.6876	6.3906	2.2716	-924.2663
000011.XSHE	2019-12-19	10.2644	1.7362	2.1859	5.1581
000012.XSHE	2019-12-19	28.6596	1.5855	1.4957	-11.6625
000014.XSHE	2019-12-19	14.5218	2.2369	7.325	-57.8397
000016.XSHE	2019-12-19	25.476	1.3203	0.1896	4.9161
000017.XSHE	2019-12-19	-1061.7467	177.7502	31.7257	-243.6688
000018.XSHE	2019-12-19	-0.1303	-0.3272	0.8627	-4.5808
000019.XSHE	2019-12-19	20.214000000000002	1.6001	0.6398	13474.877
000020.XSHE	2019-12-19	501.7287	9.4634	4.4502	265.9988
000021.XSHE	2019-12-19	48.1661	2.6959	1.2869	-28.5222
000023.XSHE	2019-12-19	25.8142	3.778	0.9576	24.9075
000025.XSHE	2019-12-19	80.0151	8.2672	16.7701	165.4508
000026.XSHE	2019-12-19	28.0533	2.1333	1.5685	76.9359
000027.XSHE	2019-12-19	13.7463	1.0325	1.128	29.7052
000028.XSHE	2019-12-19	15.4047	1.5414	0.3821	24.3652
000029.XSHE	2019-12-19	19.5037	3.1106	4.4776	24.093000000000004
000030.XSHE	2019-12-19	10.2021	1.3361	0.9475	-22.996
000031.XSHE	2019-12-19	12.9634	1.6295	1.2126	4.0126
000032.XSHE	2019-12-19	51.769	4.0437	3.9741	-135.4022
000034.XSHE	2019-12-19	20.8414	3.3695	0.1545	69.7741
000035.XSHE	2019-12-19	35.0047	1.5039	1.1383	7.6429
000036.XSHE	2019-12-19	7.5707	1.3403	2.2076	4.1895
000037.XSHE	2019-12-19	-847.2406	4.0085	7.3578	40.9687
000038.XSHE	2019-12-19	-2.7136	2.4584	3.5435	-16.0009
000039.XSHE	2019-12-19	21.2729	1.062	0.4097	-11.4958
000040.XSHE	2019-12-19	-29.221	0.4309	0.6376	15.6729
000042.XSHE	2019-12-19	11.2161	0.907	1.4798	-8.6435
000045.XSHE	2019-12-19	-214.4901	1.5202	1.9631	-4.9657
000046.XSHE	2019-12-19	14.8056	1.0394	1.8849	-5.7437
000048.XSHE	2019-12-19	11.0778	6.6066	2.2333	-11.7849
000049.XSHE	2019-12-19	18.4095	4.1635	0.4739	-98.6197
000050.XSHE	2019-12-19	46.7479	1.2893	1.1347	102.5288
000055.XSHE	2019-12-19	2.5429	1.0474	1.8006	-16.2529
000056.XSHE	2019-12-19	62.2433	0.9359999999999999	5.1754	-141.1046
000058.XSHE	2019-12-19	227766.9346	5.171	7.8129	-60.3001
000059.XSHE	2019-12-19	10.4717	0.7020000000000001	0.245	-12.8325
000060.XSHE	2019-12-19	19.0237	1.3940000000000001	0.7343	44.6264
000061.XSHE	2019-12-19	59.5053	1.8824	3.5043	-339.6793
000062.XSHE	2019-12-19	23.4168	3.0508	1.1534	-51.0063
000063.XSHE	2019-12-19	33.1045	5.2506	1.6023	8.356
000065.XSHE	2019-12-19	10.192	1.4213	0.6499	-6.8509
000066.XSHE	2019-12-19	50.03	7.6409	4.3914	99.0127
000068.XSHE	2019-12-19	-27.5038	9.5316	25.4218	36.2536
000069.XSHE	2019-12-19	5.3584	0.9883	1.1524	56.9469
000070.XSHE	2019-12-19	45.1026	3.497	1.9696	61.6294
000078.XSHE	2019-12-19	27.0429	1.4773	0.2283	98.37100000000001
000088.XSHE	2019-12-19	26.3263	1.5725	19.3293	-377.6327
000089.XSHE	2019-12-19	35.8564	1.7162	5.4748	164.7167
000090.XSHE	2019-12-19	11.2812	1.3907	0.8305	2.369
000096.XSHE	2019-12-19	50.3601	2.2984	3.6696	245.6857
000099.XSHE	2019-12-19	20.6154	1.405	2.8579	12.3459
000100.XSHE	2019-12-19	16.8541	1.9713	0.6656	14.0267
000150.XSHE	2019-12-19	-173.4681	1.8441	2.3206	574.4455
000151.XSHE	2019-12-19	150.7007	3.1589	2.8549	-5.0243
000153.XSHE	2019-12-19	25.5565	1.5434	0.6425	-228.7926
000155.XSHE	2019-12-19	10.1125	1.546	2.0404	-41.305
000156.XSHE	2019-12-19	22.7602	1.3979	4.2847	-55.1563
000157.XSHE	2019-12-19	12.1727	1.3498	1.2961	22.7097
000158.XSHE	2019-12-19	55.6534	1.7655	0.9854	36.2833
000159.XSHE	2019-12-19	135.7424	1.3826	7.439	-408.1584
000166.XSHE	2019-12-19	22.5144	1.5383	5.6509	12.1834
000301.XSHE	2019-12-19	16.6685	1.5528	1.0368	9.2655
000333.XSHE	2019-12-19	17.0432	4.1023	1.4592	27.6621
