000001.XSHE	2021-08-02	11.4545	1.1682	2.2204	3.3112
000002.XSHE	2021-08-02	5.8426	1.0758	0.56	11.225999999999999
000004.XSHE	2021-08-02	54.391999999999996	2.4237	12.052999999999999	54.0412
000005.XSHE	2021-08-02	-6.178	1.7722	5.5118	-156.4832
000006.XSHE	2021-08-02	5.9847	0.8166	1.8811	6.5102
000007.XSHE	2021-08-02	-14.1452	22.7009	28.9542	31.0319
000008.XSHE	2021-08-02	-6.5994	0.8911	2.9557	-28.1315
000009.XSHE	2021-08-02	70.7198	8.1053	4.5029	251.1176
000010.XSHE	2021-08-02	60.8202	6.5458	2.0623	213.5049
000011.XSHE	2021-08-02	8.1058	1.8874	1.6882	9.2976
000012.XSHE	2021-08-02	25.2569	2.9916	2.6249	-17.1711
000014.XSHE	2021-08-02	-107.8859	1.5667	5.1651	9.9963
000016.XSHE	2021-08-02	18.7687	1.7505	0.2763	-24.1151
000017.XSHE	2021-08-02	557.1441	217.0601	17.3758	201.8949
000019.XSHE	2021-08-02	18.0614	1.8386	0.6506	-69.376
000020.XSHE	2021-08-02	213.9618	8.0107	3.4448	-356.0565
000021.XSHE	2021-08-02	29.5364	3.2079	1.8631	69.2388
000023.XSHE	2021-08-02	254.2166	4.1976	0.9803	15.5729
000025.XSHE	2021-08-02	90.9833	5.0968	13.969000000000001	-22.4021
000026.XSHE	2021-08-02	12.6119	1.9593	1.0657	21.5452
000027.XSHE	2021-08-02	15.2901	0.9094	1.6471	-17.9114
000028.XSHE	2021-08-02	10.1117	1.0753	0.2383	-9.3455
000029.XSHE	2021-08-02	19.7042	1.8157	3.8905	3.6308
000030.XSHE	2021-08-02	9.9956	1.4375	0.8253	54.9289
000031.XSHE	2021-08-02	-45.61600000000001	0.7529	0.3515	-23.5109
000032.XSHE	2021-08-02	126.4104	2.1128	12.0321	1303.9001
000034.XSHE	2021-08-02	17.8166	2.5475	0.1201	9.8564
000035.XSHE	2021-08-02	16.5122	0.9508	0.4879	-21.2563
000036.XSHE	2021-08-02	17.0116	1.2527	3.3634	-3.9505
000037.XSHE	2021-08-02	72.2738	2.2999	5.5706	-15.6379
000038.XSHE	2021-08-02	68.0884	1.7647	1.8999	-10.9342
000039.XSHE	2021-08-02	7.7669	1.4341	0.5434	16.9621
000040.XSHE	2021-08-02	-4.49	0.3898	1.3479	26.9364
000042.XSHE	2021-08-02	20.3964	0.611	0.39799999999999996	-5.4585
000045.XSHE	2021-08-02	54.4441	1.6734	2.0524	-325.7511
000046.XSHE	2021-08-02	-2.2132	0.623	0.5737	3.7482
000048.XSHE	2021-08-02	7.9686	3.7837	1.7022	85.64
000049.XSHE	2021-08-02	16.843	4.6198	0.6266	-79.5196
000050.XSHE	2021-08-02	20.7601	1.0363	1.135	36.8984
000055.XSHE	2021-08-02	13.0668	0.8679	1.4759	-88.4455
000056.XSHE	2021-08-02	-12.7351	0.8048	5.2877	-18.7844
000058.XSHE	2021-08-02	101.9567	3.7459	4.3089	-4562.5347
000059.XSHE	2021-08-02	5.9115	0.7395	0.3192	6.9265
000060.XSHE	2021-08-02	16.51	1.5725	0.5498	48.1188
000061.XSHE	2021-08-02	28.0938	1.7594	2.81	48.6992
000062.XSHE	2021-08-02	23.6241	3.0232	0.9609	-1743.6305
000063.XSHE	2021-08-02	33.3378	4.1185	1.7771	-360.2087
000065.XSHE	2021-08-02	7.4052	1.0331	0.4349	10.9134
000066.XSHE	2021-08-02	47.4793	5.7536	3.0344	-20.2408
000068.XSHE	2021-08-02	-16.7985	8.1582	10.1997	-22.2343
000069.XSHE	2021-08-02	4.2077	0.7149	0.6417	8.411
000070.XSHE	2021-08-02	68.9106	2.1009	1.0988	3.9408
000078.XSHE	2021-08-02	-32.3699	1.4974	0.2124	-20.6508
000088.XSHE	2021-08-02	25.1235	1.3423	19.948	32.5834
000089.XSHE	2021-08-02	71.3452	1.1868	4.4129	-9.0064
000090.XSHE	2021-08-02	6.4158	1.0625	0.54	1.8248
000096.XSHE	2021-08-02	31.8924	1.5768	3.5805	32.8535
000099.XSHE	2021-08-02	19.601	1.2958	2.8547	8.615
000100.XSHE	2021-08-02	16.8798	3.2293	1.1317	954.3941
000150.XSHE	2021-08-02	-5.207999999999999	43.2729	2.1559	-130.0599
000151.XSHE	2021-08-02	-8.4105	2.8033	3.2232	23.3739
000153.XSHE	2021-08-02	27.4508	2.0872	0.8723	119.59
000155.XSHE	2021-08-02	165.7338	7.1922	9.5019	141.13
000156.XSHE	2021-08-02	13.6915	0.9608	1.4040000000000001	-13.2741
000157.XSHE	2021-08-02	8.3739	1.3666	0.9668	7.986000000000001
000158.XSHE	2021-08-02	120.684	2.2680000000000002	1.3327	134.6837
000159.XSHE	2021-08-02	25.3092	1.7027	5.5146	1396.6881
000166.XSHE	2021-08-02	13.3587	1.2422	3.6122	7.4711
000301.XSHE	2021-08-02	176.2229	7.1931	5.0784	8.7613
000333.XSHE	2021-08-02	16.1329	4.3533	1.5012	-86.2855
000338.XSHE	2021-08-02	15.6699	2.3739	0.7337	11.4916
000400.XSHE	2021-08-02	19.1733	1.6308	1.1772	114.3705
000401.XSHE	2021-08-02	5.7014	1.2403	0.4685	833.6811
000402.XSHE	2021-08-02	5.9135	0.4742	0.9831	1.6333
000403.XSHE	2021-08-02	107.4328	3.9239	20.7716	36.4345
000404.XSHE	2021-08-02	21.8825	0.772	0.2135	30.8818
000407.XSHE	2021-08-02	12.7053	1.3437	0.7109	-39.1194
000408.XSHE	2021-08-02	76.3228	7.0424	27.8284	93.3207
000409.XSHE	2021-08-02	28.3262	4.9595	1.5557	103.5548
000410.XSHE	2021-08-02	-11.4929	26.8099	4.5171	-6.0081
000411.XSHE	2021-08-02	18.7335	1.8319	0.1196	10.0803
000413.XSHE	2021-08-02	-3.5453	0.456	1.7151	33.3701
000415.XSHE	2021-08-02	-1.814	0.5642	0.6564	-1.1023
000416.XSHE	2021-08-02	67.1379	2.1869	26.5485	-27.8099
000417.XSHE	2021-08-02	17.8346	0.8041	0.5085	9.6097
000419.XSHE	2021-08-02	12.7606	0.7497	0.9437	10.2273
000420.XSHE	2021-08-02	-29.8647	2.1021	2.3189	-14.0255
000421.XSHE	2021-08-02	10.9643	0.9368	0.368	67.391
000422.XSHE	2021-08-02	16.6986	16.0211	0.5871	9.2231
000423.XSHE	2021-08-02	107.3491	2.0699	5.4702	-190.2188
000425.XSHE	2021-08-02	10.107000000000001	1.4993	0.5753	28.3848
000426.XSHE	2021-08-02	3805.9009	3.1592	11.1205	267.5347
000428.XSHE	2021-08-02	-5.3192	1.3014	4.4432	-39.7199
000429.XSHE	2021-08-02	10.5581	1.8109	2.9979	-54.3647
000430.XSHE	2021-08-02	-22.4004	1.3183	10.5437	-33.281
000488.XSHE	2021-08-02	8.4365	1.1517	0.6507	9.0148
000498.XSHE	2021-08-02	5.6459	1.0288	0.2133	2.8558
000501.XSHE	2021-08-02	7.827000000000001	0.8082	0.9742	-132.1844
000502.XSHE	2021-08-02	-40.0794	5.2124	61.5735	-65.0903
000503.XSHE	2021-08-02	-27.5151	6.9312	28.7894	-24.2769
000504.XSHE	2021-08-02	591.6344	230.2369	33.3216	101.6716
000505.XSHE	2021-08-02	25.7727	1.8179	0.5335	-10.6671
000506.XSHE	2021-08-02	-6.3463	6.3651	7.2979	-63.4408
000507.XSHE	2021-08-02	19.7422	1.2427	1.5786	11.6587
000509.XSHE	2021-08-02	102.3845	17.9532	56.3106	31.5961
000510.XSHE	2021-08-02	32.1764	3.0923	1.4292	94.9
000513.XSHE	2021-08-02	20.7781	3.2476	3.3551	17.4182
000514.XSHE	2021-08-02	18.2357	0.7756	4.1575	106.0681
000516.XSHE	2021-08-02	568.6349	5.0602	14.9716	29.6613
000517.XSHE	2021-08-02	4.1064	0.9368	0.5502	15.6534
000518.XSHE	2021-08-02	963.681	5.7092	8.5454	980.421
000519.XSHE	2021-08-02	49.5417	2.0182	2.5144	16.9589
000520.XSHE	2021-08-02	211.0118	7.5569	4.2032	285.5798
000521.XSHE	2021-08-02	17.5623	0.6940000000000001	0.1933	-5.4369
000523.XSHE	2021-08-02	-0.5428	-0.9322	1.0955	22.371
000524.XSHE	2021-08-02	-18.6849	1.9116	2.9327	31.7185
000525.XSHE	2021-08-02	-16.1221	0.5571	0.542	71.2712
000526.XSHE	2021-08-02	32.5124	2.1851	0.8392	2.0013
000528.XSHE	2021-08-02	7.3423	1.0117	0.4417	6.3645
000529.XSHE	2021-08-02	9.8359	1.5614	0.853	4.5264
000530.XSHE	2021-08-02	60.2178	0.922	1.7530000000000001	27.5753
000531.XSHE	2021-08-02	9.9127	0.9827	1.276	-115.8659
000532.XSHE	2021-08-02	31.9973	5.3478	9.9842	16.8109
000533.XSHE	2021-08-02	21.9115	2.7758	1.2375	-296.3399
000534.XSHE	2021-08-02	91.456	6.4748	13.2535	-73.6583
000536.XSHE	2021-08-02	6.5969	1.2496	2.7828	10.8344
000537.XSHE	2021-08-02	3.895	0.5339	0.3983	3.9263
