,ticker,tradeDate,PE,PB,PS,PCF
0,000965,2017-10-09,20.3635,1.4707,4.7817,-4.9253
0,000966,2017-10-09,1727.2278,1.5834,0.9301,20.5755
0,000967,2017-10-09,34.8384,2.9537,2.9086,-21.4465
0,000968,2017-10-09,32.346,5.8159,11.6047,25.5781
0,000969,2017-10-09,128.9555,2.4522,2.615,68.3767
0,000970,2017-10-09,61.2744,4.6622,5.3282,214.2335
0,000971,2017-10-09,59.3947,2.4039,10.8016,58.7929
0,000972,2017-10-09,-13.6568,4.1189,5.5343,-286.3272
0,000973,2017-10-09,57.8153,3.648,3.1622,37.3868
0,000975,2017-10-09,64.4771,3.8978,17.4859,73.8601
0,000976,2017-10-09,157.119,4.0381,8.2366,-1397.0728
0,000977,2017-10-09,147.9777,6.2524,1.5884,-35.2306
0,000978,2017-10-09,113.5101,2.3231,6.3585,13.8589
0,000979,2017-10-09,98.4286,1.6534,2.7933,-6.249
0,000980,2017-10-09,107.0982,2.0833,4.3538,-10258.2867
0,000981,2017-10-09,49.9985,3.3468,3.5296,-52.1827
0,000982,2017-10-09,-7.4039,5.1219,2.585,13.8971
0,000983,2017-10-09,26.2314,1.8515,1.3213,10.2672
0,000985,2017-10-09,84.0913,6.4477,2.5737,32.2372
0,000987,2017-10-09,39.4381,2.0574,3.8562,-5.252
0,000988,2017-10-09,54.1472,4.7219,4.2234,-607.9956
0,000989,2017-10-09,23.046,3.9437,5.1311,30.1287
0,000990,2017-10-09,42.7773,1.4602,5.5983,41.5572
0,000993,2017-10-09,874.5941,2.2682,4.2408,10.3824
0,000995,2017-10-09,-15.5873,-261.3638,16.5769,58.1273
0,000996,2017-10-09,243.7316,8.2218,51.8013,323.5188
0,000997,2017-10-09,35.8256,7.8553,5.2262,64.2171
0,000998,2017-10-09,56.0883,5.5387,12.7675,196.1377
0,000999,2017-10-09,21.1639,2.9718,2.8432,18.8974
0,001696,2017-10-09,30.1675,2.3346,1.6927,-80.2422
0,001896,2017-10-09,214.4328,1.192,1.2336,16.9814
0,001979,2017-10-09,15.9572,2.6329,2.3833,-8.1035
0,002001,2017-10-09,21.7204,3.4595,5.5277,23.479
0,002002,2017-10-09,19.3584,4.9566,2.8971,28.4162
0,002003,2017-10-09,19.5995,2.9305,2.679,16.8061
0,002004,2017-10-09,32.3548,1.6243,1.9548,57.1231
0,002005,2017-10-09,-134.8165,1.3188,1.6268,6.4554
0,002006,2017-10-09,59.2512,3.7901,5.0948,24.8353
0,002007,2017-10-09,32.1594,6.0237,12.3214,215.4761
0,002008,2017-10-09,36.837,7.66,4.9867,108.4448
0,002009,2017-10-09,57.4654,3.1649,2.3822,115.0271
0,002010,2017-10-09,148.0077,4.2724,4.0796,-23.1067
0,002011,2017-10-09,107.8393,2.1986,1.3623,-1333.454
0,002012,2017-10-09,164.4967,4.5818,5.5482,52.9252
0,002013,2017-10-09,46.0622,3.6931,3.1984,26.0459
0,002014,2017-10-09,21.2348,2.5741,2.1586,18.1542
0,002015,2017-10-09,-96.8397,12.0541,12.7053,277.2078
0,002016,2017-10-09,-139.2391,4.8621,12.0794,5.1408
0,002017,2017-10-09,52.3618,4.4158,2.7841,20.0972
0,002018,2017-10-09,37.3951,5.6215,0.8259,-13.7362
0,002019,2017-10-09,31.5603,6.6847,7.1425,23.8929
0,002020,2017-10-09,34.7473,3.4037,4.2712,24.9854
0,002021,2017-10-09,212.9438,4.3308,5.8653,103.2046
0,002022,2017-10-09,40.1948,4.6439,6.0837,34.3308
0,002023,2017-10-09,652.3056,2.4774,19.1267,114.8935
0,002024,2017-10-09,115.4274,1.7222,0.7881,223.3308
0,002025,2017-10-09,32.6363,4.2046,3.8139,50.9905
0,002026,2017-10-09,29.3317,1.7555,2.9971,110.8479
0,002027,2017-10-09,24.9059,18.2987,11.5858,25.5195
0,002028,2017-10-09,37.6353,3.0977,2.8905,34.2755
0,002029,2017-10-09,25.706,1.3879,2.6281,12.907
0,002030,2017-10-09,146.7592,9.0232,9.2531,-40.4694
0,002031,2017-10-09,168.5808,2.3285,7.3284,26.1572
0,002032,2017-10-09,27.9685,7.2143,2.5695,19.3387
0,002033,2017-10-09,26.4852,2.4775,7.4448,16.7408
0,002034,2017-10-09,279.2481,6.4251,7.2551,107.576
0,002035,2017-10-09,40.3423,8.8413,3.2818,25.7624
0,002036,2017-10-09,51.5527,6.9368,2.6372,34.1763
0,002037,2017-10-09,46.6535,2.1666,1.0852,8.9641
0,002038,2017-10-09,44.3665,4.632,19.0675,42.1672
0,002039,2017-10-09,65.0657,2.3191,2.9245,3.7132
0,002040,2017-10-09,53.5124,2.6386,13.3848,38.472
0,002041,2017-10-09,38.6145,4.655,9.7162,293.739
0,002042,2017-10-09,18.3644,1.7187,1.1337,-119.2846
0,002043,2017-10-09,33.392,6.2452,3.1028,24.9602
0,002044,2017-10-09,107.8193,12.7316,11.4833,64.9079
0,002045,2017-10-09,81.3507,5.511,2.407,51.435
0,002046,2017-10-09,91.1539,2.7273,8.0652,36.4941
0,002047,2017-10-09,34.1332,4.1845,1.7052,-28.5371
0,002048,2017-10-09,17.6644,2.5363,1.0048,9.8162
0,002049,2017-10-09,72.0103,6.7679,14.1529,58.2961
0,002050,2017-10-09,34.9843,6.3998,4.4509,38.9346
0,002051,2017-10-09,16.675,3.1013,2.5661,-12.9676
0,002052,2017-10-09,-10.0348,5.8965,8.4015,173.7161
0,002053,2017-10-09,26.7004,3.1827,4.7946,42.1418
0,002054,2017-10-09,84.0509,3.5122,2.2763,42.6269
0,002055,2017-10-09,155.6785,6.7068,2.3963,-55.4746
0,002056,2017-10-09,39.4919,4.321,3.5364,29.7832
0,002057,2017-10-09,65.0082,4.3518,8.0894,-388.0234
0,002058,2017-10-09,1009.9979,15.503,27.6586,287.3058
0,002059,2017-10-09,132.3851,4.843,5.3742,-106.4341
0,002060,2017-10-09,36.492,1.7873,0.7408,4.8258
0,002061,2017-10-09,32.8864,2.9291,1.9138,10.7131
0,002062,2017-10-09,25.344,2.4734,0.7161,3.6832
0,002063,2017-10-09,52.7923,3.7497,6.5571,93.3673
0,002064,2017-10-09,29.8784,2.8122,2.6031,20.9495
0,002065,2017-10-09,30.0201,3.9221,5.2146,1345.3032
0,002066,2017-10-09,124.0333,7.9256,1.7766,18.3331
0,002067,2017-10-09,21.5691,2.3678,1.8739,23.2398
0,002068,2017-10-09,25.8636,4.2593,1.7237,40.9454
0,002069,2017-10-09,61.3168,5.76,1.974,44.6821
0,002070,2017-10-09,-43.499,11.0049,7.7007,53.3045
0,002071,2017-10-09,20.3201,5.8087,5.1128,49.0377
0,002072,2017-10-09,-271.4996,55.0722,68.4433,-1266.726
0,002073,2017-10-09,-12.2725,1.9517,3.9496,20.0259
0,002074,2017-10-09,29.8311,6.5458,5.913,20.4465
0,002075,2017-10-09,103.6259,12.186,3.4319,41.2223
0,002076,2017-10-09,140.3986,5.0723,5.7598,-837.6091
0,002077,2017-10-09,435.7905,1.8195,5.0149,24.7682
0,002078,2017-10-09,15.9305,2.8951,1.5161,12.9055
0,002079,2017-10-09,56.188,4.3787,4.3494,77.244
0,002080,2017-10-09,37.5136,2.2784,1.952,16.2265
0,002081,2017-10-09,17.4527,2.8231,1.4765,21.2489
0,002082,2017-10-09,62.0385,2.8039,0.3339,18.8408
0,002083,2017-10-09,15.0033,2.0631,1.4824,7.7966
0,002084,2017-10-09,39.3407,3.4141,2.0598,21.0248
0,002085,2017-10-09,42.0875,7.2246,4.0851,31.8621
0,002086,2017-10-09,58.105,2.4964,9.7173,110.7311
0,002087,2017-10-09,18.0329,1.6247,1.03,9.6191
0,002088,2017-10-09,33.4602,2.7497,3.545,13.2501
0,002089,2017-10-09,233.2514,5.386,8.503,39.5933
0,002090,2017-10-09,43.7737,5.0019,2.5025,479.2685
0,002091,2017-10-09,25.4857,2.6499,0.5358,-22.5079
0,002092,2017-10-09,11.7325,2.0839,1.0822,12.0001
0,002093,2017-10-09,98.6723,3.9049,8.3831,36.2341
0,002094,2017-10-09,19.5323,3.5356,2.5993,-63.4481
0,002095,2017-10-09,770.4899,12.7898,28.0256,-91.1282
0,002096,2017-10-09,109.7299,1.814,1.2222,110.7997
0,002097,2017-10-09,50.6683,2.7534,2.3161,28.219
0,002098,2017-10-09,47.167,4.8472,4.2835,38.9369
0,002099,2017-10-09,65.054,2.126,4.5053,20.2292
0,002100,2017-10-09,20.4599,2.9336,1.7553,23.275
0,002101,2017-10-09,32.703,2.029,2.3452,21.4692
0,002102,2017-10-09,42.7099,2.0307,2.4229,-54.5905
0,002103,2017-10-09,43.9852,3.685,3.1376,151.7618
0,002104,2017-10-09,51.9907,4.5475,5.6257,-36.8402
0,002105,2017-10-09,73.7504,5.9306,1.8398,61.0786
0,002106,2017-10-09,35.5681,2.0265,1.986,25.565
0,002107,2017-10-09,81.0364,9.1336,7.8296,54.5774
0,002108,2017-10-09,31.5688,5.619,5.1113,150.1792
0,002109,2017-10-09,38.7962,1.9905,3.2314,21.2122
0,002110,2017-10-09,13.0623,2.6528,1.2096,24.0607
0,002111,2017-10-09,36.3091,2.4376,4.0867,-105.0613
0,002112,2017-10-09,-56.1477,7.8571,9.2745,106.809
0,002113,2017-10-09,184.9763,10.8995,57.018,-1258.0856
0,002114,2017-10-09,59.1718,3.8588,5.343,350.3033
0,002115,2017-10-09,74.2001,5.6034,4.7929,27.2204
0,002116,2017-10-09,41.2243,4.5765,1.3195,14.9196
0,002117,2017-10-09,35.6853,5.2311,5.2193,39.6707
0,002118,2017-10-09,34.5791,2.2709,9.4522,-13.882
0,002119,2017-10-09,72.039,6.034,3.5034,65.7392
0,002120,2017-10-09,41.7551,13.2711,6.7327,26.8069
0,002121,2017-10-09,43.9098,3.2041,4.3359,87.0371
0,002122,2017-10-09,-52.6759,2.8149,5.5555,23.0227
0,002123,2017-10-09,40.8225,2.0964,3.8972,30.4553
0,002124,2017-10-09,24.1938,2.5286,2.8,17.2621
0,002125,2017-10-09,111.1544,4.0005,5.8421,55.3093
0,002126,2017-10-09,26.6573,2.6064,2.2116,18.8931
0,002127,2017-10-09,68.6771,14.5995,39.8252,49.4157
0,002128,2017-10-09,14.1795,2.1211,3.0637,9.6098
0,002129,2017-10-09,51.2399,2.0276,2.9583,22.947
0,002130,2017-10-09,79.5595,3.1275,3.8987,161.9955
0,002131,2017-10-09,28.1002,2.2386,1.9431,-102.4131
0,002132,2017-10-09,55.5025,2.4971,2.7139,23.5116
0,002133,2017-10-09,72.5626,1.5212,1.3478,2.3757
0,002134,2017-10-09,-31.9688,6.0192,6.3273,-189.0501
0,002135,2017-10-09,91.1169,2.9891,1.1808,29.1385
0,002136,2017-10-09,29.2272,5.9703,3.5079,28.1639
0,002137,2017-10-09,90.3972,3.0213,5.9692,90.7495
0,002138,2017-10-09,48.5774,6.0867,9.653,34.8816
0,002139,2017-10-09,44.4036,4.6375,3.6531,41.909
0,002140,2017-10-09,63.5889,2.752,3.2303,27.1874
0,002141,2017-10-09,865.6185,6.2191,7.7375,-89.6036
0,002142,2017-10-09,9.6683,1.6835,3.4109,-24.0568
0,002143,2017-10-09,37.2112,11.3024,11.9201,-268.0797
0,002144,2017-10-09,30.2577,1.7457,4.9403,20.3231
0,002145,2017-10-09,32.3991,3.4188,3.6366,21.1495
0,002146,2017-10-09,9.2438,1.7735,1.2825,-7.0341
0,002147,2017-10-09,14.8944,3.2242,5.5049,-50.8525
0,002148,2017-10-09,55.934,6.5517,13.7142,55.6504
0,002149,2017-10-09,162.0186,3.3794,4.6751,-29.8945
0,002150,2017-10-09,29.8728,2.9205,2.6278,18.3544
0,002151,2017-10-09,228.0571,3.4318,8.2383,-266.2401
0,002152,2017-10-09,18.8159,2.2286,4.4824,20.5097
0,002153,2017-10-09,65.3398,5.0925,9.1208,42.5995
0,002154,2017-10-09,-15.1661,1.8847,2.1746,17.5781
0,002155,2017-10-09,47.6848,2.779,1.5114,28.9796
0,002156,2017-10-09,68.8891,3.1212,2.1414,28.1514
0,002157,2017-10-09,17.7879,2.1105,0.6566,20.915
0,002158,2017-10-09,50.0929,4.4063,7.6879,37.5284
0,002159,2017-10-09,-61.0598,4.6027,7.7944,42.6876
0,002160,2017-10-09,32.2819,1.8603,1.5343,-9.239
0,002161,2017-10-09,382.2784,5.5128,17.286,462.0628
0,002162,2017-10-09,153.2841,5.8373,5.8887,35.8687
0,002163,2017-10-09,-256.288,9.1331,1.5093,15.8988
0,002164,2017-10-09,292.4157,6.2038,11.3133,42.0621
0,002165,2017-10-09,39.624,2.654,1.9658,-37.371
0,002166,2017-10-09,45.4908,5.6568,6.9513,-59.6568
0,002167,2017-10-09,144.752,7.1803,8.9189,36.7096
0,002168,2017-10-09,443.8756,10.3275,41.7966,-264.8481
0,002169,2017-10-09,49.4346,2.0634,3.9158,-307.8921
0,002170,2017-10-09,193.192,3.4831,3.6739,25.2242
0,002171,2017-10-09,33.968,2.8447,1.0378,-114.3228
0,002172,2017-10-09,21.5605,4.2275,1.0682,13.0132
0,002173,2017-10-09,59.2208,1.9257,8.7411,26.0339
0,002174,2017-10-09,30.1438,6.8858,6.5397,42.52
0,002175,2017-10-09,91.5321,6.1185,12.9327,113.7257
0,002176,2017-10-09,145.6695,5.89,8.2718,-844.8374
0,002177,2017-10-09,-301.3146,2.7218,8.6381,12.1294
0,002178,2017-10-09,-29611.6448,8.1366,8.0095,204.3573
0,002179,2017-10-09,37.7111,6.5252,4.9911,87.5187
0,002180,2017-10-09,-24.8551,39.2652,1.9033,-125.3902
0,002181,2017-10-09,26.0706,1.7224,6.7485,12.1694
0,002182,2017-10-09,37.0142,4.8465,1.5616,41.8625
0,002183,2017-10-09,34.7472,3.3069,0.3012,-4.6907
0,002184,2017-10-09,593.7735,3.2759,1.9769,-21.7869
0,002185,2017-10-09,39.565,3.6085,2.9217,17.4773
0,002186,2017-10-09,40.7481,4.0933,3.232,25.7641
0,002187,2017-10-09,24.633,1.5894,0.634,17.1482
0,002188,2017-10-09,67.8895,3.3017,9.003,464.6754
0,002189,2017-10-09,175.9809,6.656,4.1207,36.9149
0,002190,2017-10-09,110.3344,5.5797,5.0148,54.1288
0,002191,2017-10-09,25.9592,2.976,4.6741,13.6665
0,002192,2017-10-09,2290.3135,15.29,44.0376,-6640.8148
0,002193,2017-10-09,133.2567,1.7619,4.0018,22.883
0,002194,2017-10-09,-21.0934,4.8388,5.485,39.9833
0,002195,2017-10-09,28.2136,3.4292,12.0067,-22.7368
0,002196,2017-10-09,47.0914,2.4719,5.2865,97.3451
0,002197,2017-10-09,128.2039,2.5246,3.5138,-29.0829
0,002198,2017-10-09,130.8834,6.4644,13.6639,111.7665
0,002199,2017-10-09,55.3826,9.3865,18.444,114.9736
0,002200,2017-10-09,-178.5785,4.1457,3.2431,-24.4277
0,002201,2017-10-09,1075.6054,4.0872,4.2209,29.6727
0,002202,2017-10-09,17.8089,2.5054,1.8895,13.0963
0,002203,2017-10-09,22.6122,3.2287,0.6535,-8.5899
0,002204,2017-10-09,34161.7789,1.2125,1.4238,-20.862
0,002205,2017-10-09,121.709,3.1594,3.8093,19.1632
0,002206,2017-10-09,30.2144,3.1012,2.9349,14.7045
0,002207,2017-10-09,-1117.684,5.7407,11.2127,182.2796
0,002208,2017-10-09,54.5019,2.3072,1.4792,-4.5904
0,002209,2017-10-09,-70.0056,4.6242,3.5103,337.7611
0,002210,2017-10-09,12.2585,4.6118,0.2649,-10.1158
0,002211,2017-10-09,116.5267,4.7291,4.4536,27.6301
0,002212,2017-10-09,1474.0562,2.7833,6.0527,-79.6808
0,002213,2017-10-09,2844.2714,12.3279,33.4026,224.7055
0,002214,2017-10-09,118.5295,4.0241,13.246,83.9759
0,002215,2017-10-09,-267.7456,4.0787,3.4229,-11.5272
0,002216,2017-10-09,140.2188,3.5149,1.3737,17.3037
0,002217,2017-10-09,33.0668,3.7846,2.7239,133.8466
0,002218,2017-10-09,39.7738,2.2478,4.7143,164.4207
0,002219,2017-10-09,52.0607,5.2089,8.8188,-29.6245
0,002220,2017-10-09,24.5536,1.6493,3.0833,15.8322
0,002221,2017-10-09,23.4925,2.6462,0.7335,14.3329
0,002222,2017-10-09,69.3616,10.2384,18.565,56.8391
0,002223,2017-10-09,36.9007,4.1466,6.825,45.6845
0,002224,2017-10-09,37.7424,4.9556,9.3586,62.7979
0,002225,2017-10-09,-33.6621,2.5228,2.4985,32.3174
0,002226,2017-10-09,78.4341,1.7865,4.574,31.2021
0,002227,2017-10-09,268.9167,6.3444,14.2541,126.1143
0,002228,2017-10-09,39.9172,2.974,1.0977,-73.0348
0,002229,2017-10-09,389.7609,3.6353,7.8398,27.8388
0,002230,2017-10-09,228.7748,9.3948,19.3855,3088.9576
0,002231,2017-10-09,401.9776,6.781,9.2799,1133.5886
0,002232,2017-10-09,100.9839,5.0206,3.4643,58.2205
0,002233,2017-10-09,18.2418,2.4869,2.9331,12.4841
0,002234,2017-10-09,-23.3015,5.037,3.524,43.9882
0,002235,2017-10-09,114.8113,2.0767,8.9266,305.586
0,002236,2017-10-09,33.9818,7.8618,4.5007,331.5585
0,002237,2017-10-09,36.4689,2.6101,0.5524,-17.6251
0,002238,2017-10-09,25.1391,2.6293,4.172,12.1512
0,002239,2017-10-09,33.7019,3.0453,2.7919,27.6116
0,002240,2017-10-09,84.3199,5.6233,4.7194,60.9817
0,002241,2017-10-09,33.9386,4.7004,2.8327,19.2735
0,002242,2017-10-09,21.5502,3.9363,2.0598,14.7204
0,002243,2017-10-09,87.0805,2.4662,3.2697,22.7194
0,002244,2017-10-09,12.8997,1.567,1.3264,2.0439
0,002245,2017-10-09,34.1556,4.3287,3.2558,-1098.546
0,002246,2017-10-09,95.8317,5.4598,5.2568,98.8963
0,002247,2017-10-09,26.1277,2.6375,5.5745,46.5669
0,002248,2017-10-09,-7.7796,3.7351,13.691,239.5588
0,002249,2017-10-09,46.8941,2.4541,2.7491,66.0978
0,002250,2017-10-09,64.0312,2.1545,3.6532,31.0426
0,002251,2017-10-09,72.3983,1.9412,0.7489,9.0739
0,002252,2017-10-09,62.0149,8.4285,48.1573,272.4986
0,002253,2017-10-09,153.3171,4.7108,22.088,58.7923
0,002254,2017-10-09,92.3715,3.8985,4.7725,29.3769
0,002255,2017-10-09,51.182,2.0176,4.3539,30.2696
0,002256,2017-10-09,75.1301,3.7776,14.5243,46.882
0,002258,2017-10-09,25.4586,3.0274,2.8963,28.8273
0,002259,2017-10-09,71.1993,3.0985,3.492,46.6803
0,002260,2017-10-09,-251.6157,19.6714,7.9276,-190.1085
0,002261,2017-10-09,53.2024,2.8852,10.3678,42.4525
0,002262,2017-10-09,41.706,6.3836,4.549,39.6529
0,002263,2017-10-09,-36.3332,2.253,6.0757,68.2517
0,002264,2017-10-09,171.1065,4.6693,1.2071,72.3412
0,002265,2017-10-09,317.6546,6.1694,8.1591,358.3889
0,002266,2017-10-09,118.7498,3.1848,8.4417,13.2522
0,002267,2017-10-09,24.8626,1.7164,1.2562,9.2225
0,002268,2017-10-09,276.762,4.8006,10.1786,-141.5566
0,002269,2017-10-09,183.0835,3.0502,1.4898,74.7165
0,002270,2017-10-09,24.1173,2.9701,4.3725,-9.6553
0,002271,2017-10-09,29.318,6.2495,4.0468,-363.4264
0,002272,2017-10-09,210.7573,2.4742,4.3502,118.4983
0,002273,2017-10-09,57.1012,5.805,8.8575,37.1727
0,002274,2017-10-09,112.1844,2.0693,1.1471,11.8981
0,002275,2017-10-09,24.4725,4.1909,6.4687,23.2486
0,002276,2017-10-09,71.3455,3.0248,1.7614,-34.9159
0,002277,2017-10-09,26.7524,1.8752,1.4064,11.3851
0,002278,2017-10-09,-39.114,3.4121,8.6103,-217.816
0,002279,2017-10-09,35.0654,4.0363,5.9705,77.5279
0,002280,2017-10-09,102.2467,3.1509,4.4621,-28.2303
0,002281,2017-10-09,55.0525,5.7385,3.7422,136.2879
0,002282,2017-10-09,141.0979,7.5448,14.0203,69.1636
0,002283,2017-10-09,30.264,2.035,3.1994,-121.0389
0,002284,2017-10-09,83.1994,3.4609,2.4831,120.0213
0,002285,2017-10-09,28.777,5.5116,3.4525,-47.5844
0,002286,2017-10-09,82.3263,3.0041,2.9246,44.9134
0,002287,2017-10-09,53.7151,9.1768,16.2355,30.0793
0,002288,2017-10-09,-187.5055,3.7227,5.1259,50.7602
0,002289,2017-10-09,21.55,5.8203,3.9069,-91.9422
0,002290,2017-10-09,103.632,3.2291,3.2543,-5.1449
0,002291,2017-10-09,176.2425,2.1794,2.5895,32.8219
0,002292,2017-10-09,58.3968,4.111,5.4995,1186.5056
0,002293,2017-10-09,23.9556,2.8575,2.0735,22.7817
0,002294,2017-10-09,22.3956,5.9909,8.0679,21.2923
0,002295,2017-10-09,77.1904,2.9311,0.6916,-26.7046
0,002296,2017-10-09,56.9054,2.5922,7.7233,68.3277
0,002297,2017-10-09,312.0412,3.3676,9.3402,83.6976
0,002298,2017-10-09,47.8595,1.8547,4.4464,37.0717
0,002299,2017-10-09,38.07,3.196,1.9631,12.5536
0,002300,2017-10-09,47.2249,4.2085,1.6152,58.7098
0,002301,2017-10-09,55.5711,3.236,2.4215,874.2364
0,002302,2017-10-09,86.4388,4.5433,1.4921,1816.7667
0,002303,2017-10-09,52.559,3.266,5.6205,108.3851
0,002304,2017-10-09,23.8764,5.6239,8.1371,27.7151
0,002305,2017-10-09,196.1976,2.1745,4.252,5.749
0,002306,2017-10-09,-64.8219,-294.9515,31.9803,-186.2117
0,002307,2017-10-09,181.0187,4.3337,1.0708,17.8077
0,002308,2017-10-09,60.0046,5.2612,12.0095,53.6377
0,002309,2017-10-09,56.9047,1.6206,0.6203,-4.2431
0,002310,2017-10-09,38.7318,5.9246,5.3422,45.7822
0,002311,2017-10-09,29.6733,5.1216,0.976,58.2498
0,002312,2017-10-09,-7.4663,3.568,11.4683,-104.8359
0,002313,2017-10-09,67.8872,4.5872,3.2983,22.5143
0,002314,2017-10-09,46.0729,2.1511,3.0493,10.1869
0,002315,2017-10-09,56.6726,3.8524,6.8805,-226.2534
0,002316,2017-10-09,-168.5486,6.6372,8.7098,367.0268
0,002317,2017-10-09,21.6909,2.6936,5.1822,41.3932
0,002318,2017-10-09,42.7943,2.7961,2.6682,27.9195
0,002319,2017-10-09,1284.8891,6.7131,6.5693,40.02
0,002320,2017-10-09,44.2241,2.8649,11.4709,21.8628
0,002321,2017-10-09,176.1214,2.9245,2.2817,-17.658
0,002322,2017-10-09,39.1202,3.0344,10.9791,51.8865
0,002323,2017-10-09,20.6585,6.4575,4.0541,-16.0407
0,002324,2017-10-09,31.3068,3.3164,2.224,79.8687
0,002325,2017-10-09,71.2363,2.241,2.481,-19.4318
0,002326,2017-10-09,31.8608,4.556,6.0086,-78.9394
0,002327,2017-10-09,18.8157,2.8522,3.369,47.0882
0,002328,2017-10-09,41.203,1.6047,1.0012,9.0412
0,002329,2017-10-09,27.3677,2.7437,3.2664,11.6213
0,002330,2017-10-09,-750.7971,3.3146,3.0331,94.0797
0,002331,2017-10-09,60.0569,3.6839,4.8706,2046.4981
0,002332,2017-10-09,48.4094,3.6311,3.17,65.3645
0,002333,2017-10-09,-867.2057,5.6476,8.6874,-274.7019
0,002334,2017-10-09,52.2263,4.1143,4.1723,-237.4956
0,002335,2017-10-09,25.5585,3.2057,5.3416,35.6583
0,002336,2017-10-09,-57.1333,2.383,0.5394,62.5441
0,002337,2017-10-09,44.3196,3.0663,8.5774,48.8415
0,002338,2017-10-09,88.9118,6.1656,13.0402,-76.7528
0,002339,2017-10-09,94.9316,3.2135,3.6153,-37.1873
0,002340,2017-10-09,91.2975,4.6099,3.7655,41.4908
0,002341,2017-10-09,146.2389,3.7079,6.0528,102.5285
0,002342,2017-10-09,383.2184,3.4879,6.2139,96.1514
0,002343,2017-10-09,44.2198,8.6989,6.9995,-93.5375
0,002344,2017-10-09,28.4248,1.4714,5.2639,36.265
0,002345,2017-10-09,39.5347,3.572,3.4451,34.5025
0,002346,2017-10-09,-626.5983,6.8841,30.2499,-44.9247
0,002347,2017-10-09,397.7692,2.6881,8.9135,64.2921
0,002348,2017-10-09,126.7679,5.0854,13.3249,-485.0435
0,002349,2017-10-09,42.1879,3.4601,7.3523,58.082
0,002350,2017-10-09,84.7717,5.3203,3.1639,-142.9039
0,002351,2017-10-09,62.1225,3.8875,8.1586,-270.9849
0,002352,2017-10-09,56.4444,11.1329,3.829,54.5111
0,002353,2017-10-09,351.713,1.9621,5.5092,45.3516
0,002354,2017-10-09,21.8139,2.3013,7.7087,23.7396
0,002355,2017-10-09,105.3694,3.2133,4.2867,53.9002
0,002356,2017-10-09,60.0671,4.5422,3.1578,1437.2336
0,002357,2017-10-09,32.7746,3.0377,2.7391,14.0563
0,002358,2017-10-09,37.1806,3.1846,4.8879,-82.4452
0,002359,2017-10-09,-555.3113,4.3045,20.3588,58.725
0,002360,2017-10-09,37.2943,3.2988,4.6555,19.8388
0,002361,2017-10-09,38.7595,3.0726,3.5611,-121.7851
0,002362,2017-10-09,210.083,8.4454,14.2023,140.0961
0,002363,2017-10-09,59.9161,2.0403,2.3695,23.2694
0,002364,2017-10-09,72.5678,3.7345,10.1288,68.9124
0,002365,2017-10-09,79.6847,6.4001,11.5192,77.4641
0,002366,2017-10-09,45.9438,11.3346,14.4862,415.3062
0,002367,2017-10-09,22.4146,2.3308,2.6526,29.6596
0,002368,2017-10-09,39.0099,5.0535,2.2172,69.4144
0,002369,2017-10-09,630.8288,2.7556,2.1527,-66.1912
0,002370,2017-10-09,49.7268,3.5857,8.7073,76.5135
0,002371,2017-10-09,130.7617,4.2464,6.9883,-162.4661
0,002372,2017-10-09,24.3734,6.7036,4.9967,22.2929
0,002373,2017-10-09,42.4576,4.6078,6.5328,64.984
0,002374,2017-10-09,35.9665,1.8347,3.239,-9.1582
0,002375,2017-10-09,36.733,1.6993,1.3856,34.3463
0,002376,2017-10-09,28.7025,3.2874,4.5565,23.4345
0,002377,2017-10-09,727.4531,5.6047,6.256,31.257
0,002378,2017-10-09,165.9765,6.3194,7.0265,-72.5412
0,002379,2017-10-09,182.4733,5.2234,5.1725,-43.0533
0,002380,2017-10-09,51.9377,2.4533,8.7685,59.0054
0,002381,2017-10-09,59.5654,2.6371,3.9335,71.239
0,002382,2017-10-09,32.487,4.544,4.2046,33.3957
0,002383,2017-10-09,82.9294,3.3901,8.0664,-24.2399
0,002384,2017-10-09,275.0319,4.1864,2.5534,-82.6681
0,002385,2017-10-09,24.3834,2.7022,1.4212,55.3624
0,002386,2017-10-09,51.2173,1.8393,0.5918,14.447
0,002387,2017-10-09,-249.1943,12.9189,144.0279,306.4219
0,002388,2017-10-09,81.6002,4.0571,5.6307,-15.2769
0,002389,2017-10-09,159.6215,5.0565,13.3463,198.4931
0,002390,2017-10-09,54.6069,2.2237,2.6369,-210.9762
0,002391,2017-10-09,32.6922,1.9564,2.9843,23.2024
0,002392,2017-10-09,57.6132,2.8082,4.2767,41.3908
0,002393,2017-10-09,53.0796,2.1774,7.2361,41.5122
0,002394,2017-10-09,11.6137,1.5528,1.1715,20.449
0,002395,2017-10-09,100.7464,3.1934,2.3666,58.6779
0,002396,2017-10-09,36.3725,4.2027,1.9526,32.7613
0,002397,2017-10-09,42.5261,3.27,2.8157,106.7932
0,002398,2017-10-09,33.1589,2.4243,3.2045,26.533
0,002399,2017-10-09,151.7358,2.8926,10.2547,432.5682
0,002400,2017-10-09,22.5629,2.2906,1.1171,54.7759
0,002401,2017-10-09,68.7152,5.2614,6.3319,27.9348
0,002402,2017-10-09,52.1132,7.2104,5.0992,59.592
0,002403,2017-10-09,30.0583,2.1297,1.6206,28.8248
0,002404,2017-10-09,33.7045,3.165,1.6557,50.9393
0,002405,2017-10-09,179.5864,5.4577,21.0151,119.5858
