000001.XSHE	2017-11-02	8.6027	0.9999	1.8767	-20.2025
000002.XSHE	2017-11-02	13.6305	2.7936	1.3517	19.544
000004.XSHE	2017-11-02	103.4016	17.1755	14.0457	-72.105
000005.XSHE	2017-11-02	-118.34	3.862	10.9751	-47.4427
000006.XSHE	2017-11-02	13.2546	2.6067	2.9339	8.4469
000007.XSHE	2017-11-02	81.3401	15.1572	129.1252	1274.4121
000008.XSHE	2017-11-02	60.54	4.1394	13.9863	-97.7593
000009.XSHE	2017-11-02	84.0737	3.6791	2.3978	9.0228
000010.XSHE	2017-11-02	155.5807	2.1376	4.8335	-106.6598
000011.XSHE	2017-11-02	12.1327	3.9539999999999997	2.7218	-52.4151
000012.XSHE	2017-11-02	25.4347	2.4193	1.9712	13.3673
000014.XSHE	2017-11-02	64.7229	4.4381	3.7314	-60.6984
000016.XSHE	2017-11-02	53.0223	4.6828	0.5515	43.0171
000017.XSHE	2017-11-02	-4697.1099	303.5447	33.5862	-3915.29
000018.XSHE	2017-11-02	21.2223	6.0355	2.0157	17.8245
000019.XSHE	2017-11-02	61.7227	6.1953	21.732	62.5291
000020.XSHE	2017-11-02	4994.0166	20.2342	7.7593	163.6888
000021.XSHE	2017-11-02	35.5135	2.3219	0.8862	-22.6168
000022.XSHE	2017-11-02	28.7548	3.2395	7.9083	56.9073
000023.XSHE	2017-11-02	89.6573	7.6619	2.7742	22.5411
000025.XSHE	2017-11-02	308.7712	13.7029	39.8917	-811.0371
000026.XSHE	2017-11-02	35.9804	2.0265	1.5446	-25.6635
000027.XSHE	2017-11-02	30.9715	1.1324	1.9161	-15.6512
000028.XSHE	2017-11-02	25.7937	3.0596	0.6729	249.34400000000002
000029.XSHE	2017-11-02	50.3856	4.0411	7.1877	-41.979
000030.XSHE	2017-11-02	13.5428	1.9516	1.5966	27.4052
000031.XSHE	2017-11-02	12.3162	2.3705	0.8988	-3.0868
000032.XSHE	2017-11-02	103.2661	3.4113	3.0912	197.2961
000034.XSHE	2017-11-02	36.9182	4.8102	0.2483	108.9785
000035.XSHE	2017-11-02	41.8719	3.0933	6.4479	32.9713
000036.XSHE	2017-11-02	5.5042	2.6117	2.1264	-6.5778
000037.XSHE	2017-11-02	3.6508	2.575	2.5779	-8.3594
000038.XSHE	2017-11-02	26.4461	1.9509	7.1097	-26.8285
000039.XSHE	2017-11-02	28.8097	2.0536	0.838	10.3406
000040.XSHE	2017-11-02	54.5745	1.7804	3.0544	-5.313
000042.XSHE	2017-11-02	25.5796	1.7883	1.5958	25.9568
000043.XSHE	2017-11-02	60.2778	1.7631	1.1707	20.4319
000045.XSHE	2017-11-02	-4723.125	2.2735	3.824	62.0855
000046.XSHE	2017-11-02	16.1944	2.2176	2.7069	-4.7977
000048.XSHE	2017-11-02	-132.3986	13.7012	6.2645	32.0805
000049.XSHE	2017-11-02	34.6151	8.2611	0.9574	86.57799999999999
000050.XSHE	2017-11-02	34.4903	2.2588	2.4907	-16.5779
000055.XSHE	2017-11-02	8.8687	3.4121	1.8559	11.2031
000056.XSHE	2017-11-02	77.7864	2.9486	23.4312	73.7002
000058.XSHE	2017-11-02	310.4876	5.8026	17.9578	-19.6104
000059.XSHE	2017-11-02	8.7997	1.4162	0.5097	5.5494
000060.XSHE	2017-11-02	25.7685	2.6462	1.3999	36.1896
000061.XSHE	2017-11-02	-113.4312	2.9034	6.1241	-98.9167
000062.XSHE	2017-11-02	37.3357	4.327	2.4708	139.0102
000063.XSHE	2017-11-02	-102.6709	4.363	1.2675	2428.7373
000065.XSHE	2017-11-02	20.3853	3.4005	1.2511	8.9741
000066.XSHE	2017-11-02	123.7628	3.3269	0.9740000000000001	-7.5274
000068.XSHE	2017-11-02	191.1531	10.23	16.7274	10.1529
000069.XSHE	2017-11-02	8.4489	1.5321	2.0537	6.6668
000070.XSHE	2017-11-02	27.5654	3.5505	1.3121	190.9727
000078.XSHE	2017-11-02	27.0528	2.8819	0.8308	13.97
000088.XSHE	2017-11-02	45.4989	2.6788	50.2852	50.6776
000089.XSHE	2017-11-02	27.4501	1.6351	5.5477	3089.7466
000090.XSHE	2017-11-02	17.0085	2.0171	1.821	-51.0816
000096.XSHE	2017-11-02	23.2817	3.0547	6.4606	68.5758
000099.XSHE	2017-11-02	73.5145	2.3658	5.5944	49.8646
000100.XSHE	2017-11-02	26.1617	2.0954	0.4637	-10.6372
000150.XSHE	2017-11-02	-172.4266	4.8794	6.6816	-28.029
000151.XSHE	2017-11-02	51.7491	4.8336	1.922	6.3146
000153.XSHE	2017-11-02	46.7887	2.4506	1.1935	58.6176
000155.XSHE	2017-11-02	19.2551	4.5529	2.7119999999999997	-16.6906
000156.XSHE	2017-11-02	32.3812	1.9466	6.3387	669.1939
000157.XSHE	2017-11-02	29.8142	0.9194	1.443	27.2338
000158.XSHE	2017-11-02	33.7708	2.7924	1.5823	121.1844
000159.XSHE	2017-11-02	-98.0983	1.3741	7.4396	195.8975
000166.XSHE	2017-11-02	22.0308	2.0792	7.9816	-21.9536
000301.XSHE	2017-11-02	32.7585	1.8618	6.2841	88.6091
000333.XSHE	2017-11-02	19.8848	4.7116	1.4556	12.0642
000338.XSHE	2017-11-02	12.4818	2.148	0.4856	8.1746
000400.XSHE	2017-11-02	16.0907	2.0518	1.4796	115.5532
000401.XSHE	2017-11-02	23.9621	1.9152	1.3482	7.5194
000402.XSHE	2017-11-02	9.9444	1.2233	1.2548	-31.1787
000403.XSHE	2017-11-02	154.7636	13.6416	12.7081	139.7298
000404.XSHE	2017-11-02	23.8175	1.4358	0.5654	58.4849
000407.XSHE	2017-11-02	-28.9014	3.0509	1.9759	-246.5529
000408.XSHE	2017-11-02	34.9555	5.9379	12.763	-49.104
000409.XSHE	2017-11-02	-10.7887	4.3072	2.2843	-13.4706
000410.XSHE	2017-11-02	-4.9937	-60.5428	1.3604	-8.0361
000411.XSHE	2017-11-02	50.7398	5.435	0.2413	24.8883
000413.XSHE	2017-11-02	35.3911	2.2631	4.9313	88.0382
000415.XSHE	2017-11-02	14.6286	1.2684	1.1337	4.3304
000416.XSHE	2017-11-02	115.4788	4.4399	30.5126	-91.8453
000417.XSHE	2017-11-02	21.8439	1.8032	0.6542	17.2856
000418.XSHE	2017-11-02	26.1107	5.4977	1.811	40.2646
000419.XSHE	2017-11-02	31.2821	1.7996	0.8823	159.3516
000420.XSHE	2017-11-02	66.7135	2.2297	3.1241	-11.7518
000421.XSHE	2017-11-02	24.7255	1.5639	1.0015	3.5027
000422.XSHE	2017-11-02	-1.6602	1.1728	0.36	-7.8596
000423.XSHE	2017-11-02	22.5556	4.6902	6.2010000000000005	-191.6603
000425.XSHE	2017-11-02	31.4083	1.2197	0.9789	9.5569
000426.XSHE	2017-11-02	51.643	3.9649	11.4728	-487.6059
000428.XSHE	2017-11-02	-14.6926	1.6729	4.7889	-24.9997
000429.XSHE	2017-11-02	11.8409	1.9961	5.8224	-156.7452
000430.XSHE	2017-11-02	109.4336	2.4828	6.8766	89.6977
000488.XSHE	2017-11-02	10.5917	2.0619	1.2072	29.7648
000498.XSHE	2017-11-02	13.9566	2.1388	0.7013	8.4861
000501.XSHE	2017-11-02	11.6109	1.9824	0.7414	47.1454
000502.XSHE	2017-11-02	257.914	14.4905	7.3874	223.171
