000001.XSHE	2017-10-11	8.6599	1.0487	1.8499	-2.2284
000002.XSHE	2017-10-11	12.9112	2.8543	1.2596	10.308
000004.XSHE	2017-10-11	65.2892	18.1512	9.8908	-43.2651
000005.XSHE	2017-10-11	-151.3959	4.3186	11.0231	-88.3918
000006.XSHE	2017-10-11	14.3585	2.6533	3.0501	7.8492
000007.XSHE	2017-10-11	65.3816	14.7423	132.9235	122.46700000000001
000008.XSHE	2017-10-11	47.6275	4.1112	13.9513	165.9618
000009.XSHE	2017-10-11	80.1044	4.2963	2.927	105.7494
000010.XSHE	2017-10-11	-140.888	2.0779	5.8863	-22.9916
000011.XSHE	2017-10-11	16.6093	4.5135	4.0052	91.8652
000012.XSHE	2017-10-11	28.0924	2.5818	2.0984	38.5598
000014.XSHE	2017-10-11	79.4288	4.6327	4.2657	-167.8504
000016.XSHE	2017-10-11	123.0342	4.7765	0.6057	-97.7208
000017.XSHE	2017-10-11	9484.2217	347.0577	35.1626	-1137.9697
000018.XSHE	2017-10-11	24.9405	7.2611	2.3476	16.1215
000019.XSHE	2017-10-11	64.23899999999999	6.0881	23.0039	99.6208
000020.XSHE	2017-10-11	16473.6914	16.9539	7.284	436.9288
000021.XSHE	2017-10-11	45.7342	2.4522	0.9045	-24.3664
000022.XSHE	2017-10-11	31.7834	3.9605	8.9302	91.834
000023.XSHE	2017-10-11	160.359	8.6658	3.1010000000000004	26.916
000025.XSHE	2017-10-11	421.962	15.5969	43.7843	-1853.7896
000026.XSHE	2017-10-11	38.4699	2.1744	1.6908	-46.4084
000027.XSHE	2017-10-11	28.7777	1.1964	2.0741	-19.3507
000028.XSHE	2017-10-11	27.9321	3.4146	0.7345	-1215.5555
000029.XSHE	2017-10-11	35.9843	4.0611	5.6915	-33.972
000030.XSHE	2017-10-11	15.1593	2.1461	1.7709	25.7667
000031.XSHE	2017-10-11	20.1346	2.5296	0.8839	-3.2498
000032.XSHE	2017-10-11	117.5067	3.8619	3.2134	110.7008
000033.XSHE	2017-10-11	147.3023	31.0981	7.0644	-11.3185
000034.XSHE	2017-10-11	39.7098	4.9663	0.2572	48.052
000035.XSHE	2017-10-11	42.8687	3.1669	7.7611	-1234.5895
000036.XSHE	2017-10-11	6.0258	3.1645	2.4097	-11.6147
