,code,day,pe_ratio,pb_ratio,ps_ratio,pcf_ratio
365,000875.XSHE,2017-09-29,-251.3112,1.3798,2.2391,-26.8076
366,000876.XSHE,2017-09-29,14.3223,1.5639,0.4942,19.4505
367,000877.XSHE,2017-09-29,45.7772,1.7415,1.8716,-78.8095
368,000878.XSHE,2017-09-29,64.175,3.463,0.2857,21.0382
369,000880.XSHE,2017-09-29,117.0425,2.3176,1.7057,30.8633
370,000881.XSHE,2017-09-29,51.6524,3.3206,3.7736,11.5105
371,000882.XSHE,2017-09-29,100.0065,1.2454,9.8118,-17.2778
372,000883.XSHE,2017-09-29,16.5284,1.3479,3.0414,488.7607
373,000885.XSHE,2017-09-29,56.1329,3.5851,2.6193,-126.7952
374,000886.XSHE,2017-09-29,54.4921,2.4927,10.7266,-403.189
375,000887.XSHE,2017-09-29,24.4643,3.7001,2.5412,-122.7472
376,000888.XSHE,2017-09-29,31.1665,2.9277,5.6008,57.1374
377,000889.XSHE,2017-09-29,51.8577,4.0806,5.7828,100.6908
378,000890.XSHE,2017-09-29,22.6853,3.4597,1.3799,23.6816
379,000892.XSHE,2017-09-29,45.0055,3.0145,10.8381,95.1469
380,000893.XSHE,2017-09-29,-486.0584,1.6125,3.5854,1222.1949
381,000895.XSHE,2017-09-29,19.7609,6.7438,1.6314,80.0293
382,000897.XSHE,2017-09-29,-424.8281,5.4147,12.3729,155.2696
383,000898.XSHE,2017-09-29,15.0965,1.0249,0.6627,-153.3592
384,000899.XSHE,2017-09-29,32.9305,1.5465,3.0645,-14.203
385,000900.XSHE,2017-09-29,10.3624,1.1329,0.8998,18.6272
386,000901.XSHE,2017-09-29,80.2766,3.1771,2.0374,40.6031
387,000902.XSHE,2017-09-29,25.0651,2.4315,1.5809,25.0965
388,000903.XSHE,2017-09-29,25.3973,1.5657,1.4174,149.3199
389,000905.XSHE,2017-09-29,37.0546,2.64,0.6059,-10.3585
390,000906.XSHE,2017-09-29,32.7553,2.6224,0.1129,46.1122
391,000908.XSHE,2017-09-29,23.2832,2.8603,2.5417,13.3413
392,000909.XSHE,2017-09-29,175.1354,4.2021,2.3239,9.9936
393,000910.XSHE,2017-09-29,20.0848,3.5526,1.7152,50.8551
394,000911.XSHE,2017-09-29,25.7288,2.4828,0.9794,36.5762
395,000912.XSHE,2017-09-29,-11.1208,69.0412,1.5714,-83.9797
396,000913.XSHE,2017-09-29,23.9845,3.2082,3.2504,34.571999999999996
397,000915.XSHE,2017-09-29,33.7542,5.7562,4.7663,-184.1623
398,000916.XSHE,2017-09-29,33.671,2.1687,10.1832,148.8079
399,000917.XSHE,2017-09-29,46.7231,1.3664,1.9224,-210.4681
400,000918.XSHE,2017-09-29,20.5386,6.5864,9.4069,-38.528
401,000919.XSHE,2017-09-29,30.7433,2.1323,1.51,38.5236
402,000920.XSHE,2017-09-29,45.7254,6.1288,4.8518,-49.5867
403,000921.XSHE,2017-09-29,15.0398,3.825,0.5785,-22.3027
404,000922.XSHE,2017-09-29,-22.144000000000002,3.0789999999999997,3.2893,-489.1414
405,000923.XSHE,2017-09-29,11522.915,3.028,69.1189,211.3279
406,000925.XSHE,2017-09-29,-56.1495,3.0722,5.7017,11.5343
407,000926.XSHE,2017-09-29,16.7225,1.2147,1.1566,-158.6696
408,000927.XSHE,2017-09-29,-2029.0647,9.1055,5.6038,-71.1364
409,000928.XSHE,2017-09-29,19.4203,2.3297,1.1411,11.8642
410,000929.XSHE,2017-09-29,172.0767,3.3175,3.6755,-67.388
411,000930.XSHE,2017-09-29,39.3744,7.4763,2.2648,-73.942
412,000931.XSHE,2017-09-29,-235.1946,3.7496,3.9339999999999997,17.5575
413,000932.XSHE,2017-09-29,31.8762,3.7539999999999996,0.4282,-52.7934
414,000933.XSHE,2017-09-29,70.1849,3.4543,1.1778,37.7582
415,000935.XSHE,2017-09-29,138.4438,5.9389,6.6295,41.8607
416,000936.XSHE,2017-09-29,9.9555,1.3056,2.2539,-188.0814
417,000937.XSHE,2017-09-29,30.0107,1.2746,1.3248,-66.80199999999999
418,000938.XSHE,2017-09-29,47.272,2.6425,1.8149,-28.5283
419,000939.XSHE,2017-09-29,63.4813,1.8935,4.3293,40.472
420,000948.XSHE,2017-09-29,294.5,2.2214,1.3759,47.5387
421,000949.XSHE,2017-09-29,43.3064,1.5745,1.4547,-177.6069
422,000950.XSHE,2017-09-29,-14.8164,6.7064,2.4137,94.8482
423,000951.XSHE,2017-09-29,17.345,2.4495,0.4277,-35.2397
424,000952.XSHE,2017-09-29,29.7205,5.7217,5.3244,-53.0927
425,000953.XSHE,2017-09-29,-38.5809,-45.4163,10.5635,-288.1704
426,000955.XSHE,2017-09-29,363.6428,5.2972,6.2788,308.6571
427,000957.XSHE,2017-09-29,24.997,3.3509,1.1728,19.5715
428,000958.XSHE,2017-09-29,97.0697,3.196,3.4069,21.8976
429,000959.XSHE,2017-09-29,27.4107,1.3963,0.7055,-54.5528
430,000960.XSHE,2017-09-29,53.5001,2.4666,0.735,-92.4812
431,000961.XSHE,2017-09-29,54.645,1.6885,0.6873,9.1757
432,000962.XSHE,2017-09-29,71.7877,3.6934,5.3968,-36.6915
433,000963.XSHE,2017-09-29,28.6507,6.2243,1.7519999999999998,-632.1444
434,000965.XSHE,2017-09-29,20.2777,1.4645,4.7616,-39.6915
435,000966.XSHE,2017-09-29,1708.7745,1.5665,0.9202,-124.8729
436,000967.XSHE,2017-09-29,34.5131,2.9261,2.8814,24.4038
437,000968.XSHE,2017-09-29,30.8172,5.541,11.0562,30.2334
438,000969.XSHE,2017-09-29,128.0056,2.4341,2.5957,158.7754
439,000970.XSHE,2017-09-29,60.1658,4.5778,5.2318,-87.491
440,000971.XSHE,2017-09-29,58.3791,2.3628,10.6169,38.4126
441,000972.XSHE,2017-09-29,-13.4957,4.0703,5.468999999999999,35.7802
442,000973.XSHE,2017-09-29,57.387,3.6210000000000004,3.1387,42.4789
443,000975.XSHE,2017-09-29,64.1552,3.8783,17.3986,-28.5791
444,000976.XSHE,2017-09-29,155.2823,3.9909,8.1404,24.2141
445,000977.XSHE,2017-09-29,144.7346,3.5296,1.5536,26.3283
446,000978.XSHE,2017-09-29,110.43799999999999,2.3642,6.471,-89.7416
447,000979.XSHE,2017-09-29,98.4286,1.6635,2.7933,41.3689
448,000980.XSHE,2017-09-29,102.8233,1.7592,4.18,39.5237
449,000981.XSHE,2017-09-29,49.5806,3.3188,3.5001,36.3821
450,000982.XSHE,2017-09-29,-7.5044,5.1914,2.6201,-106.5024
451,000983.XSHE,2017-09-29,26.1553,1.8461,1.3175,-12.0656
452,000985.XSHE,2017-09-29,82.0118,6.2883,2.51,37.6292
453,000987.XSHE,2017-09-29,38.8955,2.0291,3.8032,-15.2795
454,000988.XSHE,2017-09-29,52.1098,4.5442,4.0644,181.5992
455,000989.XSHE,2017-09-29,23.2785,3.9835,5.1829,-47.6731
456,000990.XSHE,2017-09-29,42.2368,1.4418,5.5276,54.9602
457,000993.XSHE,2017-09-29,865.4742,2.2446,4.1966,-197.4201
458,000995.XSHE,2017-09-29,-15.5873,-261.3636,16.5769,-1476.3973
459,000996.XSHE,2017-09-29,240.9675,8.2187,51.2138,30.8531
460,000997.XSHE,2017-09-29,34.867,5.0812,5.0864,-177.5
461,000998.XSHE,2017-09-29,56.3048,5.7443,12.8168,-405.7584
462,000999.XSHE,2017-09-29,20.9836,2.997,2.8189,-143.8647
463,001696.XSHE,2017-09-29,30.1675,2.3567,1.6927,18.7181
464,001896.XSHE,2017-09-29,211.1237,1.1736,1.2145,28.2684
465,001979.XSHE,2017-09-29,15.6743,2.7831,2.3409999999999997,15.8401
466,002001.XSHE,2017-09-29,21.8744,3.484,5.5669,68.4821
467,002002.XSHE,2017-09-29,19.1362,3.8012,2.8638,-121.3039
468,002003.XSHE,2017-09-29,19.4378,2.9063,2.6569,124.7985
469,002004.XSHE,2017-09-29,32.1456,1.6138,1.9421,-12.7374
470,002005.XSHE,2017-09-29,-134.8165,1.3188,1.6268,11.6995
471,002006.XSHE,2017-09-29,59.2512,3.7901,5.0948,156.2002
472,002007.XSHE,2017-09-29,31.5905,5.9171,12.1034,245.5102
473,002008.XSHE,2017-09-29,36.6688,7.625,4.9639,-379.3224
474,002009.XSHE,2017-09-29,54.7043,3.0128,2.2677,105.8223
475,002010.XSHE,2017-09-29,147.6008,4.2606,4.0683,-12.5672
476,002011.XSHE,2017-09-29,105.3838,2.1485,1.3313,369.7591
477,002012.XSHE,2017-09-29,164.4967,4.5818,5.5482,243.1111
478,002013.XSHE,2017-09-29,46.8109,3.7531,3.2504,-17.0493
479,002014.XSHE,2017-09-29,20.7963,2.5209,2.1141,-55.713
480,002015.XSHE,2017-09-29,-96.8397,12.0541,12.7053,6387.1113
481,002016.XSHE,2017-09-29,-136.4039,4.7631,11.8335,23.4268
482,002017.XSHE,2017-09-29,51.6055,4.352,2.7439,36.614000000000004
483,002018.XSHE,2017-09-29,37.3951,5.6215,0.8259,-587.0931
484,002019.XSHE,2017-09-29,29.9147,4.3561,6.7701,87.23899999999999
485,002020.XSHE,2017-09-29,34.7171,2.3642,4.2675,-68.3943
486,002021.XSHE,2017-09-29,211.9151,4.3099,5.837000000000001,659.7278
487,002022.XSHE,2017-09-29,40.0786,4.6305,6.0661,151.1299
488,002023.XSHE,2017-09-29,642.876,2.4416,18.8502,-84.1658
489,002024.XSHE,2017-09-29,109.1768,1.629,0.7454,-29.9067
490,002025.XSHE,2017-09-29,32.5154,4.189,3.7998,311.6243
491,002026.XSHE,2017-09-29,28.9956,1.7354,2.9628,-26.3844
492,002027.XSHE,2017-09-29,24.184,36.6542,11.25,27.9575
493,002028.XSHE,2017-09-29,36.5119,3.0052,2.8042,29.0489
494,002029.XSHE,2017-09-29,25.4399,1.3735,2.6009,-88.3074
495,002030.XSHE,2017-09-29,144.6678,8.8946,9.1212,-88.0417
496,002031.XSHE,2017-09-29,166.4401,2.2989,7.2353,-21.2699
497,002032.XSHE,2017-09-29,25.8265,6.6617,2.3727,-294.9309
498,002033.XSHE,2017-09-29,26.8292,2.5097,7.5415,70.7126
499,002034.XSHE,2017-09-29,281.0317,6.4661,7.3015,30.3638
500,002035.XSHE,2017-09-29,38.3501,8.4047,3.1197,-362.1172
501,002036.XSHE,2017-09-29,51.6025,6.9435,2.6398,-221.5731
502,002037.XSHE,2017-09-29,46.2409,2.1475,1.0756,-15.4889
503,002038.XSHE,2017-09-29,43.1279,4.6571,18.5352,27.6607
504,002039.XSHE,2017-09-29,64.4899,2.2985,2.8987,106.5769
505,002040.XSHE,2017-09-29,53.0633,2.6164,13.2725,12.6907
506,002041.XSHE,2017-09-29,38.35,4.6232,9.6497,41.1865
507,002042.XSHE,2017-09-29,18.1518,1.7097,1.1206,5.5968
508,002043.XSHE,2017-09-29,33.3651,6.2402,3.1003,180.7801
509,002044.XSHE,2017-09-29,105.6455,12.4749,11.2518,48.1173
510,002045.XSHE,2017-09-29,79.0133,5.3527,2.3379,-210.58700000000002
511,002046.XSHE,2017-09-29,90.4561,2.7064,8.0035,37.6182
512,002047.XSHE,2017-09-29,33.4838,4.1049,1.6728,-52.9089
513,002048.XSHE,2017-09-29,17.4178,2.5009,0.9908,262.8252
514,002049.XSHE,2017-09-29,72.9521,6.8564,14.338,140.5609
515,002050.XSHE,2017-09-29,35.1153,3.8891,4.4676,77.9289
516,002051.XSHE,2017-09-29,16.3315,3.0374,2.5133,83.6434
517,002052.XSHE,2017-09-29,-9.7312,5.718,8.1473,434.3333
518,002053.XSHE,2017-09-29,26.7004,3.1827,4.7946,-18.7341
519,002054.XSHE,2017-09-29,83.7686,3.5004,2.2686,-302.4279
520,002055.XSHE,2017-09-29,149.7351,5.0855,2.3048,40.0663
521,002056.XSHE,2017-09-29,39.2036,4.2894,3.5106,33.8407
522,002057.XSHE,2017-09-29,65.9772,3.4438,8.21,-72.8138
523,002058.XSHE,2017-09-29,1008.4419,15.4791,27.616,1768.309
524,002059.XSHE,2017-09-29,134.7849,4.9793,5.4716,25.5903
525,002060.XSHE,2017-09-29,36.4028,1.7830000000000001,0.7389,-40.5038
526,002061.XSHE,2017-09-29,32.5357,2.8978,1.8934,334.2988
527,002062.XSHE,2017-09-29,25.2133,2.4606,0.7124,10.1435
528,002063.XSHE,2017-09-29,52.0679,3.7437,6.4672,49.8655
529,002064.XSHE,2017-09-29,29.7118,2.7965,2.5885,69.1147
530,002065.XSHE,2017-09-29,29.7554,3.991,5.1686,136.234
531,002066.XSHE,2017-09-29,122.4084,7.8218,1.7533,15.0897
532,002067.XSHE,2017-09-29,21.6288,2.2969999999999997,1.8791,-57.2924
533,002068.XSHE,2017-09-29,25.6454,3.2347,1.7091,-44.7254
534,002069.XSHE,2017-09-29,60.8367,5.7149,1.9586,-951.1718
535,002070.XSHE,2017-09-29,-43.498999999999995,11.0049,7.7007,592.5901
536,002071.XSHE,2017-09-29,20.3201,5.9907,5.1128,229.4926
537,002072.XSHE,2017-09-29,-274.3158,55.6435,69.1532,623.5478
538,002073.XSHE,2017-09-29,-12.0798,1.9211,3.8876,13.9586
539,002074.XSHE,2017-09-29,29.5145,6.4763,5.8502,26.9701
540,002075.XSHE,2017-09-29,103.6259,12.186,3.4319,162.9723
541,002076.XSHE,2017-09-29,140.3986,5.0723,5.7598,74.9805
542,002077.XSHE,2017-09-29,435.7905,1.8195,5.0149,-11.0051
543,002078.XSHE,2017-09-29,16.059,2.9185,1.5283,-269.7018
544,002079.XSHE,2017-09-29,54.3571,4.236000000000001,4.2076,44.4167
545,002080.XSHE,2017-09-29,38.0596,2.3115,1.9804,-99.2864
546,002081.XSHE,2017-09-29,17.2496,2.7903,1.4593,113.5218
547,002082.XSHE,2017-09-29,61.299,2.7704,0.33,103.7794
548,002083.XSHE,2017-09-29,14.8204,2.0380000000000003,1.4643,-29.3898
549,002084.XSHE,2017-09-29,39.1617,3.3985,2.0504,-84.5999
550,002085.XSHE,2017-09-29,44.5726,7.6511,4.3263,-106.7047
551,002086.XSHE,2017-09-29,58.0509,2.4941,9.7082,181.9158
552,002087.XSHE,2017-09-29,17.7378,1.6066,1.0132,-20.0195
553,002088.XSHE,2017-09-29,32.1961,2.6459,3.4111,31.1198
554,002089.XSHE,2017-09-29,232.3171,5.3645,8.4689,66.2499
555,002090.XSHE,2017-09-29,43.7909,5.0038,2.5035,33.1913
556,002091.XSHE,2017-09-29,24.7857,2.5743,0.5211,8.0825
557,002092.XSHE,2017-09-29,11.7782,2.0921,1.0865,32.3647
558,002093.XSHE,2017-09-29,98.3215,3.9046,8.3533,26.965999999999998
559,002094.XSHE,2017-09-29,19.2825,3.049,2.5661,56.306999999999995
560,002095.XSHE,2017-09-29,760.6806,12.627,27.6688,25.4958
561,002096.XSHE,2017-09-29,108.6171,1.7956,1.2098,26.4365
562,002097.XSHE,2017-09-29,50.6117,2.8376,2.3135,-54.6454
563,002098.XSHE,2017-09-29,46.1507,4.8622,4.1913,-1167.4879
564,002099.XSHE,2017-09-29,65.054,2.126,4.5053,19.2685
565,002100.XSHE,2017-09-29,20.2624,2.9053,1.7384,13.985
566,002101.XSHE,2017-09-29,32.0628,1.9893,2.2993,20.269000000000002
567,002102.XSHE,2017-09-29,42.7099,2.0307,2.4229,-49.9379
568,002103.XSHE,2017-09-29,43.3417,3.6311,3.0917,-1197.2184
569,002104.XSHE,2017-09-29,50.2907,4.3988,5.4418,-17.9489
570,002105.XSHE,2017-09-29,72.5911,5.8374,1.8109,-68.8747
571,002106.XSHE,2017-09-29,34.7196,1.9782,1.9387,118.5722
572,002107.XSHE,2017-09-29,76.5852,8.6319,7.3996,66.3691
573,002108.XSHE,2017-09-29,31.1456,5.5437,5.0428,67.2842
574,002109.XSHE,2017-09-29,37.6938,1.9340000000000002,3.1396,-139.7061
575,002110.XSHE,2017-09-29,13.0623,2.7458,1.2096,21.3777
576,002111.XSHE,2017-09-29,35.897,2.461,4.0403,71.812
577,002112.XSHE,2017-09-29,-56.451,7.8995,9.3246,-81.44800000000001
578,002113.XSHE,2017-09-29,186.9441,11.0154,57.6246,-183.3595
579,002114.XSHE,2017-09-29,58.1536,3.7924,5.2511,-97.1581
580,002115.XSHE,2017-09-29,67.4712,5.0952,4.3582,12.5033
581,002116.XSHE,2017-09-29,40.3189,4.476,1.2905,-14.2017
582,002117.XSHE,2017-09-29,35.4556,5.1974,5.1857,31.837
583,002118.XSHE,2017-09-29,34.2753,2.2509,9.3691,317.2922
584,002119.XSHE,2017-09-29,69.4352,5.8159,3.3767,407.7896
585,002120.XSHE,2017-09-29,40.2189,13.1379,6.485,103.6882
586,002121.XSHE,2017-09-29,42.9941,3.1604,4.2455,10.488
587,002122.XSHE,2017-09-29,-52.4295,2.8017,5.5295,-175.9405
588,002123.XSHE,2017-09-29,41.3124,2.1651,3.944,74.381
589,002124.XSHE,2017-09-29,23.9658,2.5048,2.7736,13.3784
590,002125.XSHE,2017-09-29,110.2623,3.9684,5.7952,1200.9574
591,002126.XSHE,2017-09-29,26.0806,2.55,2.1637,10.7907
592,002127.XSHE,2017-09-29,67.8991,14.4342,39.374,-6419.1533
593,002128.XSHE,2017-09-29,14.0511,2.1019,3.036,32.8556
594,002129.XSHE,2017-09-29,51.2399,2.0427,2.9583,10.4916
595,002130.XSHE,2017-09-29,78.4843,3.0852,3.8461,58.9823
596,002131.XSHE,2017-09-29,27.5324,2.224,1.916,79.4183
597,002132.XSHE,2017-09-29,55.5025,2.4971,2.7139,30.2795
598,002133.XSHE,2017-09-29,71.9077,1.5074,1.3356,-17.189
599,002134.XSHE,2017-09-29,-31.9374,6.0133,6.3211,-94.2752
600,002135.XSHE,2017-09-29,89.5477,2.9376,1.1605,41.8528
601,002136.XSHE,2017-09-29,28.5801,5.8381,3.4303,309.5562
602,002137.XSHE,2017-09-29,89.245,2.9475,5.8931,267.3459
603,002138.XSHE,2017-09-29,47.5729,4.4719,9.4535,-594.0247
604,002139.XSHE,2017-09-29,44.5118,4.6488,3.662,-79.8255
605,002140.XSHE,2017-09-29,62.7977,2.7472,3.1901,16.409000000000002
606,002141.XSHE,2017-09-29,865.6185,6.2299,7.7375,249.6409
607,002142.XSHE,2017-09-29,9.482000000000001,1.6989,3.3452,-22.9245
608,002143.XSHE,2017-09-29,37.2112,11.7848,11.9201,-116.2338
609,002144.XSHE,2017-09-29,29.9458,1.7462,4.8894,1110.136
610,002145.XSHE,2017-09-29,31.1609,3.2882,3.4977,-57.0617
611,002146.XSHE,2017-09-29,9.1766,1.7606,1.2732,-252.0732
612,002147.XSHE,2017-09-29,14.883,3.5597,5.5007,-11.4322
613,002148.XSHE,2017-09-29,50.8491,5.9561,12.4674,-152.5532
614,002149.XSHE,2017-09-29,162.7215,3.3941,4.6953,26.7007
615,002150.XSHE,2017-09-29,29.6098,2.8948,2.6046,12.9734
616,002151.XSHE,2017-09-29,229.895,3.4595,8.3047,-39.7685
617,002152.XSHE,2017-09-29,18.6492,2.2088,4.4427,65.2782
618,002153.XSHE,2017-09-29,63.4252,4.9433,8.8536,-32.6446
619,002154.XSHE,2017-09-29,-15.0476,1.8505,2.1576,37.3969
620,002155.XSHE,2017-09-29,47.2657,2.7546,1.4981,88.3445
621,002156.XSHE,2017-09-29,67.7069,3.0677,2.1047,-13.4466
622,002157.XSHE,2017-09-29,17.4597,2.0367,0.6444,13.5721
623,002158.XSHE,2017-09-29,49.6833,4.3703,7.6251,-30.811
624,002159.XSHE,2017-09-29,-59.4001,4.4776,7.5826,-42.4582
625,002160.XSHE,2017-09-29,31.8072,1.8757,1.5117,72.7752
626,002161.XSHE,2017-09-29,367.7,5.3275,16.6268,118.0107
627,002162.XSHE,2017-09-29,152.2466,5.6862,5.8489,429.6723
628,002163.XSHE,2017-09-29,-256.288,9.1331,1.5093,163.6283
629,002164.XSHE,2017-09-29,290.6272,2.0867,11.2441,-672.9184
630,002165.XSHE,2017-09-29,38.4093,2.5726,1.9055,-10.775
631,002166.XSHE,2017-09-29,44.8771,5.5805,6.8575,-35.8049
632,002167.XSHE,2017-09-29,145.0966,7.1974,8.9401,-163.0946
633,002168.XSHE,2017-09-29,443.8756,10.3275,41.7966,-20.5775
634,002169.XSHE,2017-09-29,46.723,1.9502,3.701,-18557.8223
635,002170.XSHE,2017-09-29,192.9493,3.4787,3.6693,-137.9
636,002171.XSHE,2017-09-29,34.0442,2.945,1.0401,29.1618
637,002172.XSHE,2017-09-29,21.4483,4.2055,1.0627,16.4522
638,002173.XSHE,2017-09-29,59.023999999999994,1.9193,8.712,-6.582999999999999
639,002174.XSHE,2017-09-29,30.0568,7.0052,6.5208,103.4106
640,002175.XSHE,2017-09-29,89.4404,5.9787,12.6372,-40.1755
641,002176.XSHE,2017-09-29,140.0779,5.6639,7.9543,-5557.9966
642,002177.XSHE,2017-09-29,-295.8452,2.6724,8.4813,1306.9211
643,002178.XSHE,2017-09-29,-29286.7539,8.1316,7.9216,157.404
644,002179.XSHE,2017-09-29,37.7822,6.5375,5.0005,95.6585
645,002180.XSHE,2017-09-29,-24.1985,39.8378,1.8530000000000002,69.3609
646,002181.XSHE,2017-09-29,25.7882,1.7038,6.6754,-516.1697
647,002182.XSHE,2017-09-29,36.3846,4.7641,1.535,-283.2207
648,002183.XSHE,2017-09-29,33.082,3.142,0.2867,-20.6807
649,002184.XSHE,2017-09-29,584.502,3.2247,1.946,-2776.699
650,002185.XSHE,2017-09-29,38.3758,3.5,2.8338,-47.3357
651,002186.XSHE,2017-09-29,40.6211,4.0805,3.222,174217.4688
652,002187.XSHE,2017-09-29,24.5711,1.5854,0.6324,-21.4399
653,002188.XSHE,2017-09-29,67.9759,3.3059,9.0144,-123.8435
654,002189.XSHE,2017-09-29,175.9809,6.656000000000001,4.1207,36.9392
655,002190.XSHE,2017-09-29,108.3988,5.4818,4.9268,101.3972
656,002191.XSHE,2017-09-29,25.9592,2.9760000000000004,4.6741,-151.6004
657,002192.XSHE,2017-09-29,2302.5073,15.3714,44.2721,-386.4827
658,002193.XSHE,2017-09-29,133.3366,1.7630000000000001,4.0042,6.9782
659,002194.XSHE,2017-09-29,-21.0934,4.8388,5.485,25.768
660,002195.XSHE,2017-09-29,27.3691,3.3265,11.6473,-469.9756
661,002196.XSHE,2017-09-29,45.089,2.3668,5.0617,-639.3213
662,002197.XSHE,2017-09-29,127.0481,2.5018,3.4822,26.9742
663,002198.XSHE,2017-09-29,130.7801,6.4593,13.6532,154.362
664,002199.XSHE,2017-09-29,55.413999999999994,9.3918,18.4544,76.51100000000001
665,002200.XSHE,2017-09-29,-175.4929,4.074,3.1871,-130.7566
666,002201.XSHE,2017-09-29,1073.6317,4.0797,4.2132,55.059
667,002202.XSHE,2017-09-29,17.2925,2.5045,1.8347,-29.9026
668,002203.XSHE,2017-09-29,22.3546,3.2513,0.6461,-22.2113
669,002204.XSHE,2017-09-29,33748.1992,1.1978,1.4066,-64.5401
670,002205.XSHE,2017-09-29,122.2984,3.1747,3.8277,-31.4554
671,002206.XSHE,2017-09-29,30.0382,3.0648,2.9178,-13.8566
672,002207.XSHE,2017-09-29,-1108.0387,5.6911,11.1159,3871.1829
673,002208.XSHE,2017-09-29,54.0873,2.3352,1.4680000000000002,8.8946
674,002209.XSHE,2017-09-29,-69.9567,4.6209,3.5078,-55.3864
675,002210.XSHE,2017-09-29,12.3553,4.7731,0.267,13.0095
676,002211.XSHE,2017-09-29,115.8524,4.7017,4.4278,-154.1632
677,002212.XSHE,2017-09-29,1459.636,2.7636,5.9935,185.9285
678,002213.XSHE,2017-09-29,2833.6287,12.353,33.2777,242.5484
679,002214.XSHE,2017-09-29,119.2171,4.0475,13.3228,96.1651
680,002215.XSHE,2017-09-29,-267.4226,4.0738,3.4188,31.1769
681,002216.XSHE,2017-09-29,139.4016,3.4904,1.3657,64.6163
682,002217.XSHE,2017-09-29,32.8044,3.7545,2.7023,23.8355
683,002218.XSHE,2017-09-29,39.3816,2.2506,4.6678,-43.2022
684,002219.XSHE,2017-09-29,51.2274,5.1256,8.6777,-24.2005
685,002220.XSHE,2017-09-29,24.4636,1.6433,3.072,27.2226
686,002221.XSHE,2017-09-29,23.3045,2.5649,0.7277,17.1193
687,002222.XSHE,2017-09-29,68.7822,10.1529,18.41,585.5718
688,002223.XSHE,2017-09-29,36.2818,4.077,6.7105,-17.8326
689,002224.XSHE,2017-09-29,37.5563,4.9312,9.3125,70.9379
690,002225.XSHE,2017-09-29,-33.2153,2.4893,2.4653,22.631
691,002226.XSHE,2017-09-29,78.4341,1.7865,4.574,143.4758
692,002227.XSHE,2017-09-29,271.2756,6.4,14.3791,-2222.636
693,002228.XSHE,2017-09-29,39.663000000000004,2.9551,1.0907,-74.2757
694,002229.XSHE,2017-09-29,384.7425,3.5885,7.7389,31.9901
695,002230.XSHE,2017-09-29,221.989,9.1161,18.8105,-610.424
696,002231.XSHE,2017-09-29,388.8662,6.5599,8.9772,-2792.1362
697,002232.XSHE,2017-09-29,98.7201,4.9081,3.3866,91.8476
698,002233.XSHE,2017-09-29,18.0915,2.4664,2.9089,-58.9381
699,002234.XSHE,2017-09-29,-22.8236,4.9337,3.4518,-31.820999999999998
700,002235.XSHE,2017-09-29,114.1438,2.05,8.8747,13.9394
701,002236.XSHE,2017-09-29,33.2497,7.6924,4.4037,175.9758
702,002237.XSHE,2017-09-29,36.0917,2.5831,0.5467,-51.0912
703,002238.XSHE,2017-09-29,24.4195,2.5540000000000003,4.0526,-63.5603
704,002239.XSHE,2017-09-29,32.8715,2.9702,2.7231,94.6617
705,002240.XSHE,2017-09-29,85.5089,5.7026,4.7859,-92.3615
706,002241.XSHE,2017-09-29,34.6403,4.7976,2.8913,66.7461
707,002242.XSHE,2017-09-29,21.3405,3.898,2.0397,67.2088
708,002243.XSHE,2017-09-29,86.55799999999999,2.4514,3.25,-576.5579
709,002244.XSHE,2017-09-29,12.8808,1.5647,1.3244,8.7901
710,002245.XSHE,2017-09-29,34.0064,4.3098,3.2416,-408.1922
711,002246.XSHE,2017-09-29,95.3654,5.4332,5.2313,165.7874
712,002247.XSHE,2017-09-29,26.5764,2.6828,5.6702,-33.2061
713,002248.XSHE,2017-09-29,-7.745,3.7185,13.6301,-66.4517
714,002249.XSHE,2017-09-29,44.4593,2.3258,2.6064,-182.6336
715,002250.XSHE,2017-09-29,64.081,2.1929,3.6561,11.998
716,002251.XSHE,2017-09-29,68.9654,1.8491,0.7134,-70.5758
717,002252.XSHE,2017-09-29,61.806999999999995,8.4002,47.9958,-268.4493
718,002253.XSHE,2017-09-29,146.6737,4.5067,21.1309,-67.2833
719,002254.XSHE,2017-09-29,91.2458,3.9689,4.7143,52.8201
720,002255.XSHE,2017-09-29,50.3813,1.986,4.2858,1031.2179
721,002256.XSHE,2017-09-29,75.1301,3.7776,14.5243,-11.5304
722,002258.XSHE,2017-09-29,24.9539,3.0404,2.8389,61.8002
723,002259.XSHE,2017-09-29,71.9258,3.1301,3.5276,13.6725
724,002260.XSHE,2017-09-29,-251.6157,19.6714,7.9276,-89.5427
725,002261.XSHE,2017-09-29,53.2547,2.888,10.378,2328.4675
726,002262.XSHE,2017-09-29,41.2116,6.308,4.4951,217.69099999999997
727,002263.XSHE,2017-09-29,-36.3332,2.253,6.0757,59.3634
728,002264.XSHE,2017-09-29,155.5383,4.2444,1.0973,57.492
729,002265.XSHE,2017-09-29,319.1916,6.1993,8.1986,67.9942
730,002266.XSHE,2017-09-29,117.5102,3.1727,8.3536,53.5672
731,002267.XSHE,2017-09-29,24.4782,1.7432,1.2368,-30.0688
732,002268.XSHE,2017-09-29,273.0171,4.7357,10.0408,13.2182
733,002269.XSHE,2017-09-29,181.1358,3.0177,1.474,-255.7814
734,002270.XSHE,2017-09-29,23.7626,2.9264,4.3082,-17.5323
